project_ena	sample_ena	sample_original	sag_id	sample_description	collection_date
PRJEB108838	ERS29379802	P2_19	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379803	P2_20	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379804	P2_21	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379805	P2_22	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379806	P2_23	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379807	P2_24	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379808	P2_25	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379809	P2_26	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379810	P2_27	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379811	P2_28	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379812	P2_30	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379813	P2_32	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379814	P2_34	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379815	P2_38	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379816	P2_41	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379817	P2_42	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379818	P2_43	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379819	P2_44	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379820	P2_46	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379821	P2_47	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379822	P2_49	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379823	P2_50	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379824	P2_52	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379825	P2_53	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379826	P2_54	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379827	P2_55	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379828	P2_56	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379829	P2_57	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379830	P2_60	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379831	P2_61	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379832	P2_62	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379833	P2_63	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379834	P2_66	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379835	P2_67	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379836	P2_68	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379837	P2_70	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379838	P2_73	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379839	P2_74	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379840	P2_75	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379841	P2_76	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379842	P2_77	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379843	P2_83	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379844	P2_87	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379845	P2_88	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379846	P2_90	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379847	P2_91	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379848	P2_93	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379849	P2_95	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379850	P2_96	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379851	P3_01	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379852	P3_05	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379853	P3_06	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379854	P3_07	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379855	P3_09	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379856	P3_12	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379857	P3_16	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379858	P3_19	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379859	P3_26	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379860	P3_32	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379861	P3_43	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379862	P3_47	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379863	P3_67	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379864	P3_74	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379865	P3_76	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379866	P3_77	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379867	P3_78	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379868	P3_80	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379869	P4_12	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379870	P4_52	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379871	P4_60	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379872	P4_88	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379873	P4_89	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379874	P4_90	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379875	P4_91	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379876	P4_92	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379877	P4_93	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379878	P4_94	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379879	P4_95	discarded	Discarded sample	2020-09-15
PRJEB108838	ERS29379880	P4_96	discarded	Discarded sample	2020-09-15
