ontology	GO.ID	Term	Annotated	Significant	Expected	classic	sag_id	enriched_in
MF	GO:0008376	acetylgalactosaminyltransferase activity	6	3	0.06	2.4e-5	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0030246	carbohydrate binding	611	12	6.54	7.6e-4	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0005085	guanyl-nucleotide exchange factor activity	723	18	7.74	0.00102	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1300	27	13.92	0.0011	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0050043	lactate racemase activity	7	2	0.07	0.00232	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0035091	phosphatidylinositol binding	1134	24	12.14	0.00268	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0046872	metal ion binding	31174	428	333.79	0.00311	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0003777	microtubule motor activity	3972	85	42.53	0.00368	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0008017	microtubule binding	3467	54	37.12	0.00495	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0015108	chloride transmembrane transporter activity	951	15	10.18	0.00925	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0004842	ubiquitin-protein transferase activity	2403	39	25.73	0.0104	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	19	2	0.2	0.01737	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0004650	polygalacturonase activity	192	6	2.06	0.018	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity	153	5	1.64	0.02507	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0050660	flavin adenine dinucleotide binding	1918	24	20.54	0.02638	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0015095	magnesium ion transmembrane transporter activity	739	14	7.91	0.0307	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0004526	ribonuclease P activity	3	1	0.03	0.03178	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	12133	136	129.91	0.03206	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0052742	phosphatidylinositol kinase activity	344	8	3.68	0.03355	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0031625	ubiquitin protein ligase binding	169	5	1.81	0.03619	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0016286	small conductance calcium-activated potassium channel activity	4	1	0.04	0.04215	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0032266	phosphatidylinositol-3-phosphate binding	4	1	0.04	0.04215	ICM0043_COSAG.1_MAST-7	HF
MF	GO:0004833	tryptophan 2,3-dioxygenase activity	4	1	0.04	0.04215	ICM0043_COSAG.1_MAST-7	HF
BP	GO:0007186	G protein-coupled receptor signaling pathway	586	18	4.04	2.2e-7	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0007034	vacuolar transport	280	8	1.93	8.1e-4	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006635	fatty acid beta-oxidation	64	4	0.44	0.00103	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006891	intra-Golgi vesicle-mediated transport	39	3	0.27	0.00248	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0008203	cholesterol metabolic process	11	2	0.08	0.00251	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0044341	sodium-dependent phosphate transport	43	3	0.3	0.00328	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006481	C-terminal protein methylation	52	3	0.36	0.00562	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0001907	killing by symbiont of host cells	1	1	0.01	0.00689	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0007165	signal transduction	4416	61	30.45	0.0101	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006506	GPI anchor biosynthetic process	321	7	2.21	0.01105	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0000160	phosphorelay signal transduction system	537	9	3.7	0.01325	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0071816	tail-anchored membrane protein insertion into ER membrane	2	1	0.01	0.01374	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0045048	protein insertion into ER membrane	28	3	0.19	0.0138	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006694	steroid biosynthetic process	263	7	1.81	0.02137	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0006629	lipid metabolic process	6806	76	46.93	0.02575	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0018149	peptide cross-linking	4	1	0.03	0.0273	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0019310	inositol catabolic process	43	2	0.3	0.03559	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0034453	microtubule anchoring	44	2	0.3	0.03712	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0036211	protein modification process	22337	159	154.01	0.03916	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0016126	sterol biosynthetic process	111	3	0.77	0.04191	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0016579	protein deubiquitination	1094	13	7.54	0.04297	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0007264	small GTPase mediated signal transduction	469	6	3.23	0.04619	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0042254	ribosome biogenesis	1618	15	11.16	0.04683	ICM0044_SAG.1_Labyrinthulomycetes	HF
CC	GO:0005777	peroxisome	225	6	1.51	0.0039	ICM0044_SAG.1_Labyrinthulomycetes	HF
CC	GO:0005789	endoplasmic reticulum membrane	434	8	2.91	0.0255	ICM0044_SAG.1_Labyrinthulomycetes	HF
CC	GO:0033573	high-affinity iron permease complex	4	1	0.03	0.0266	ICM0044_SAG.1_Labyrinthulomycetes	HF
CC	GO:0005615	extracellular space	6	1	0.04	0.0396	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004930	G protein-coupled receptor activity	220	13	1.36	1.8e-9	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0020037	heme binding	1219	22	7.54	1.2e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	934	19	5.77	1.6e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0005506	iron ion binding	1765	29	10.91	2.4e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004497	monooxygenase activity	1003	21	6.2	2.6e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0003997	acyl-CoA oxidase activity	29	4	0.18	3.1e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0140359	ABC-type transporter activity	2358	32	14.58	4.6e-5	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0005436	sodium:phosphate symporter activity	43	3	0.27	0.0024	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0030248	cellulose binding	94	4	0.58	0.0029	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	52	3	0.32	0.0042	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	984	20	6.08	0.0057	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0008195	phosphatidate phosphatase activity	19	2	0.12	0.0061	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0090729	toxin activity	1	1	0.01	0.0062	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	1	1	0.01	0.0062	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0050660	flavin adenine dinucleotide binding	1911	17	11.81	0.0081	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0016491	oxidoreductase activity	14743	145	91.15	0.0084	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1288	15	7.96	0.0161	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0009922	fatty acid elongase activity	248	5	1.53	0.0197	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	93	3	0.57	0.0203	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0003924	GTPase activity	3516	32	21.74	0.0219	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0003774	cytoskeletal motor activity	5669	48	35.05	0.0267	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0050113	inositol oxygenase activity	43	2	0.27	0.0292	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	120	3	0.74	0.0389	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0003824	catalytic activity	118442	783	732.26	0.0417	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0003779	actin binding	740	9	4.57	0.0431	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0005381	iron ion transmembrane transporter activity	56	2	0.35	0.0472	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0005524	ATP binding	39716	270	245.54	0.0493	ICM0044_SAG.1_Labyrinthulomycetes	HF
MF	GO:0004659	prenyltransferase activity	334	5	2.06	0.05	ICM0044_SAG.1_Labyrinthulomycetes	HF
BP	GO:0031221	arabinan metabolic process	50	10	0.95	3e-8	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006468	protein phosphorylation	15058	369	285.06	7.9e-8	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0046488	phosphatidylinositol metabolic process	1107	47	20.96	1.9e-5	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0016579	protein deubiquitination	1121	40	21.22	1.4e-4	ICM0045_COSAG.1_MAST-3	HF
BP	GO:2001256	regulation of store-operated calcium entry	3	2	0.06	0.00106	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006635	fatty acid beta-oxidation	66	6	1.25	0.00158	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0019236	response to pheromone	74	6	1.4	0.00283	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007275	multicellular organism development	47	3	0.89	0.00345	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007160	cell-matrix adhesion	5	2	0.09	0.00345	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0046856	phosphatidylinositol dephosphorylation	427	17	8.08	0.00369	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006013	mannose metabolic process	124	7	2.35	0.00958	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0046785	microtubule polymerization	96	6	1.82	0.01	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007264	small GTPase mediated signal transduction	481	18	9.11	0.01408	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0009312	oligosaccharide biosynthetic process	310	11	5.87	0.01555	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006659	phosphatidylserine biosynthetic process	11	2	0.21	0.01759	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0016197	endosomal transport	101	4	1.91	0.01892	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0009411	response to UV	1	1	0.02	0.01893	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0034194	D-galactonate catabolic process	1	1	0.02	0.01893	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0005986	sucrose biosynthetic process	1	1	0.02	0.01893	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0043248	proteasome assembly	175	8	3.31	0.019	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006952	defense response	89	4	1.68	0.02424	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006508	proteolysis	10274	235	194.5	0.02752	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007155	cell adhesion	202	10	3.82	0.03489	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0032218	riboflavin transport	16	2	0.3	0.03606	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0042545	cell wall modification	2	1	0.04	0.0375	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0008610	lipid biosynthetic process	2588	57	48.99	0.03985	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0006259	DNA metabolic process	4542	88	85.98	0.04037	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007034	vacuolar transport	282	10	5.34	0.04402	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0005777	peroxisome	230	11	3.34	1e-4	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0042597	periplasmic space	14	3	0.2	9.9e-4	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0005789	endoplasmic reticulum membrane	442	16	6.42	0.00259	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0005634	nucleus	3637	77	52.81	0.00377	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0005795	Golgi stack	27	3	0.39	0.00688	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0030119	AP-type membrane coat adaptor complex	131	4	1.9	0.0145	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0000120	RNA polymerase I transcription regulator complex	1	1	0.01	0.01452	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0030286	dynein complex	851	20	12.36	0.02578	ICM0045_COSAG.1_MAST-3	HF
CC	GO:0005892	acetylcholine-gated channel complex	2	1	0.03	0.02883	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	4821	219	91.93	9e-21	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0005085	guanyl-nucleotide exchange factor activity	764	59	14.57	4.3e-19	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003924	GTPase activity	3614	130	68.91	1.5e-11	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004650	polygalacturonase activity	209	23	3.99	2.3e-11	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0030246	carbohydrate binding	620	21	11.82	1.6e-7	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004672	protein kinase activity	15058	369	287.13	3.2e-7	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0005525	GTP binding	5564	160	106.1	3.7e-7	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0046872	metal ion binding	31269	523	596.26	1.1e-6	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0005515	protein binding	65570	1412	1250.33	1.4e-6	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0046556	alpha-L-arabinofuranosidase activity	96	10	1.83	1.6e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0052742	phosphatidylinositol kinase activity	356	20	6.79	2.3e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003997	acyl-CoA oxidase activity	31	6	0.59	2.3e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0008234	cysteine-type peptidase activity	3731	110	71.14	2.8e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003824	catalytic activity	120166	2507	2291.4	4.8e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003950	NAD+ ADP-ribosyltransferase activity	741	31	14.13	5.7e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0016787	hydrolase activity	39955	1034	761.89	9.7e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1319	46	25.15	9.8e-5	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0016798	hydrolase activity, acting on glycosyl bonds	5443	238	103.79	2.6e-4	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003993	acid phosphatase activity	222	12	4.23	0.00128	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0050660	flavin adenine dinucleotide binding	1939	45	36.97	0.00148	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	694	25	13.23	0.00223	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0035091	phosphatidylinositol binding	1147	37	21.87	0.00238	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004531	deoxyribonuclease II activity	49	5	0.93	0.00239	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0005524	ATP binding	40284	838	768.16	0.00331	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0016829	lyase activity	2536	50	48.36	0.00424	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	1000	36	19.07	0.00448	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0070005	cysteine-type aminopeptidase activity	6	2	0.11	0.00518	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0015631	tubulin binding	3876	96	73.91	0.00714	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004559	alpha-mannosidase activity	360	14	6.86	0.00993	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	24	3	0.46	0.0104	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004185	serine-type carboxypeptidase activity	588	20	11.21	0.01042	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0003779	actin binding	756	25	14.42	0.01108	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity	10	2	0.19	0.01478	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0106245	L-serine-phosphatidylethanolamine phosphatidyltransferase activity	11	2	0.21	0.01783	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0050307	sucrose-phosphate phosphatase activity	1	1	0.02	0.01907	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0008671	2-dehydro-3-deoxygalactonokinase activity	1	1	0.02	0.01907	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0009922	fatty acid elongase activity	253	10	4.82	0.02459	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004609	phosphatidylserine decarboxylase activity	13	2	0.25	0.02466	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0004620	phospholipase activity	306	6	5.83	0.02466	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0032217	riboflavin transmembrane transporter activity	16	2	0.31	0.03654	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0000150	DNA strand exchange activity	2	1	0.04	0.03777	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0030599	pectinesterase activity	2	1	0.04	0.03777	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0015926	glucosidase activity	2	1	0.04	0.03777	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0005201	extracellular matrix structural constituent	2	1	0.04	0.03777	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0030976	thiamine pyrophosphate binding	133	6	2.54	0.0428	ICM0045_COSAG.1_MAST-3	HF
MF	GO:0008017	microtubule binding	3494	81	66.63	0.04523	ICM0045_COSAG.1_MAST-3	HF
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	28	11	0.16	3.3e-18	ICM0046_SAG.1_MAST-3	HF
BP	GO:0016579	protein deubiquitination	1108	27	6.25	4.3e-10	ICM0046_SAG.1_MAST-3	HF
BP	GO:0046785	microtubule polymerization	95	5	0.54	2.1e-4	ICM0046_SAG.1_MAST-3	HF
BP	GO:0007018	microtubule-based movement	4101	41	23.13	5.9e-4	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006468	protein phosphorylation	14799	110	83.45	0.00167	ICM0046_SAG.1_MAST-3	HF
BP	GO:0046782	regulation of viral transcription	11	2	0.06	0.00169	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006298	mismatch repair	446	8	2.52	0.00419	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006511	ubiquitin-dependent protein catabolic process	864	12	4.87	0.00421	ICM0046_SAG.1_MAST-3	HF
BP	GO:0007096	regulation of exit from mitosis	1	1	0.01	0.00564	ICM0046_SAG.1_MAST-3	HF
BP	GO:0000077	DNA damage checkpoint signaling	130	4	0.73	0.00651	ICM0046_SAG.1_MAST-3	HF
BP	GO:0032007	negative regulation of TOR signaling	24	2	0.14	0.00807	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006470	protein dephosphorylation	33	2	0.19	0.01494	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006425	glutaminyl-tRNA aminoacylation	3	1	0.02	0.01682	ICM0046_SAG.1_MAST-3	HF
BP	GO:0051603	proteolysis involved in protein catabolic process	1346	19	7.59	0.01969	ICM0046_SAG.1_MAST-3	HF
BP	GO:0007275	multicellular organism development	46	2	0.26	0.02234	ICM0046_SAG.1_MAST-3	HF
BP	GO:1901031	regulation of response to reactive oxygen species	5	1	0.03	0.02788	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006438	valyl-tRNA aminoacylation	47	2	0.27	0.02904	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006418	tRNA aminoacylation for protein translation	1628	19	9.18	0.03796	ICM0046_SAG.1_MAST-3	HF
BP	GO:0009190	cyclic nucleotide biosynthetic process	437	6	2.46	0.03894	ICM0046_SAG.1_MAST-3	HF
BP	GO:0035348	acetyl-CoA transmembrane transport	56	2	0.32	0.04003	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006282	regulation of DNA repair	56	2	0.32	0.04003	ICM0046_SAG.1_MAST-3	HF
BP	GO:0034314	Arp2/3 complex-mediated actin nucleation	136	3	0.77	0.04222	ICM0046_SAG.1_MAST-3	HF
BP	GO:0006635	fatty acid beta-oxidation	62	2	0.35	0.04809	ICM0046_SAG.1_MAST-3	HF
CC	GO:0005615	extracellular space	7	2	0.03	4.8e-4	ICM0046_SAG.1_MAST-3	HF
CC	GO:0030119	AP-type membrane coat adaptor complex	129	2	0.63	0.00484	ICM0046_SAG.1_MAST-3	HF
CC	GO:0030286	dynein complex	841	10	4.08	0.00852	ICM0046_SAG.1_MAST-3	HF
CC	GO:0005839	proteasome core complex	748	8	3.63	0.00966	ICM0046_SAG.1_MAST-3	HF
CC	GO:0070176	DRM complex	2	1	0.01	0.00967	ICM0046_SAG.1_MAST-3	HF
CC	GO:0005777	peroxisome	223	4	1.08	0.01088	ICM0046_SAG.1_MAST-3	HF
CC	GO:0071203	WASH complex	214	4	1.04	0.02081	ICM0046_SAG.1_MAST-3	HF
CC	GO:0005885	Arp2/3 protein complex	136	3	0.66	0.02883	ICM0046_SAG.1_MAST-3	HF
CC	GO:0070652	HAUS complex	9	1	0.04	0.04279	ICM0046_SAG.1_MAST-3	HF
MF	GO:0005515	protein binding	64664	506	380.87	6.9e-11	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004843	cysteine-type deubiquitinase activity	1304	31	7.68	1.4e-10	ICM0046_SAG.1_MAST-3	HF
MF	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	3	2	0.02	1e-4	ICM0046_SAG.1_MAST-3	HF
MF	GO:0035091	phosphatidylinositol binding	1128	18	6.64	1.8e-4	ICM0046_SAG.1_MAST-3	HF
MF	GO:0031625	ubiquitin protein ligase binding	169	5	1	0.00344	ICM0046_SAG.1_MAST-3	HF
MF	GO:0030983	mismatched DNA binding	430	8	2.53	0.00441	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004672	protein kinase activity	14799	110	87.17	0.00575	ICM0046_SAG.1_MAST-3	HF
MF	GO:0008569	minus-end-directed microtubule motor activity	658	10	3.88	0.00637	ICM0046_SAG.1_MAST-3	HF
MF	GO:0005524	ATP binding	39715	269	233.92	0.00768	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004340	glucokinase activity	69	3	0.41	0.008	ICM0046_SAG.1_MAST-3	HF
MF	GO:0005536	glucose binding	69	3	0.41	0.008	ICM0046_SAG.1_MAST-3	HF
MF	GO:0008017	microtubule binding	3445	32	20.29	0.00916	ICM0046_SAG.1_MAST-3	HF
MF	GO:0003997	acyl-CoA oxidase activity	27	2	0.16	0.01104	ICM0046_SAG.1_MAST-3	HF
MF	GO:0008241	peptidyl-dipeptidase activity	2	1	0.01	0.01175	ICM0046_SAG.1_MAST-3	HF
MF	GO:0003777	microtubule motor activity	3927	40	23.13	0.01253	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004725	protein tyrosine phosphatase activity	34	2	0.2	0.01717	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004819	glutamine-tRNA ligase activity	3	1	0.02	0.01757	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004833	tryptophan 2,3-dioxygenase activity	4	1	0.02	0.02335	ICM0046_SAG.1_MAST-3	HF
MF	GO:0035673	oligopeptide transmembrane transporter activity	41	2	0.24	0.02442	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004832	valine-tRNA ligase activity	47	2	0.28	0.03146	ICM0046_SAG.1_MAST-3	HF
MF	GO:0003779	actin binding	740	9	4.36	0.0334	ICM0046_SAG.1_MAST-3	HF
MF	GO:0019786	protein-phosphatidylethanolamide deconjugating activity	49	2	0.29	0.03397	ICM0046_SAG.1_MAST-3	HF
MF	GO:0003824	catalytic activity	118334	675	696.98	0.04109	ICM0046_SAG.1_MAST-3	HF
MF	GO:0008521	acetyl-CoA transmembrane transporter activity	56	2	0.33	0.0433	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004649	poly(ADP-ribose) glycohydrolase activity	56	2	0.33	0.0433	ICM0046_SAG.1_MAST-3	HF
MF	GO:0004345	glucose-6-phosphate dehydrogenase activity	133	3	0.78	0.04451	ICM0046_SAG.1_MAST-3	HF
MF	GO:0003924	GTPase activity	3513	29	20.69	0.04704	ICM0046_SAG.1_MAST-3	HF
MF	GO:0051920	peroxiredoxin activity	60	2	0.35	0.04902	ICM0046_SAG.1_MAST-3	HF
BP	GO:0000160	phosphorelay signal transduction system	555	27	4.86	1.5e-12	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0007186	G protein-coupled receptor signaling pathway	591	23	5.17	4.9e-9	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0051225	spindle assembly	13	4	0.11	3.9e-6	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0016579	protein deubiquitination	1105	24	9.67	6.1e-5	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0055088	lipid homeostasis	2	2	0.02	7.7e-5	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0008608	attachment of spindle microtubules to kinetochore	2	2	0.02	7.7e-5	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0007034	vacuolar transport	280	8	2.45	0.0036	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0017000	antibiotic biosynthetic process	11	2	0.1	0.004	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0051180	vitamin transport	78	4	0.68	0.005	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0006351	DNA-templated transcription	4680	58	40.97	0.0087	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0016197	endosomal transport	100	3	0.88	0.0087	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0042742	defense response to bacterium	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0040001	establishment of mitotic spindle localization	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
BP	GO:0016560	protein import into peroxisome matrix, docking	1	1	0.01	0.0088	ICM0047_SAG.1_Endomyxa	HF
