annot	count_bg	avg_count	count_fg	species	pval	pval_adj	species_count
TPT	1861.0	13.105633802816902	30.0	ICM0003_COSAG.1_Prymnesiophyceae	2.98794073201784e-07	7.808032394713891e-05	1
Trypsin	957.0	6.73943661971831	17.0	ICM0003_COSAG.1_Prymnesiophyceae	3.1681239489515727e-05	0.004388805923499419	1
U-box	2319.0	16.330985915492956	37.0	ICM0003_COSAG.1_Prymnesiophyceae	1.7550656735599773e-08	5.362311760423507e-06	1
UvrD_C	410.0	2.887323943661972	9.0	ICM0003_COSAG.1_Prymnesiophyceae	0.0005192726020578586	0.048939314577551296	1
VPS13_VAB	573.0	4.035211267605634	11.0	ICM0003_COSAG.1_Prymnesiophyceae	0.0003972748938384268	0.03838543470045573	1
WD40	93586.0	659.056338028169	759.0	ICM0003_COSAG.1_Prymnesiophyceae	6.033907990888229e-27	1.7344468519808214e-23	1
WW	4613.0	32.485915492957744	75.0	ICM0003_COSAG.1_Prymnesiophyceae	5.470979067194967e-16	6.989479701623081e-13	1
zf-C2H2	6003.0	42.27464788732394	11.0	ICM0003_COSAG.1_Prymnesiophyceae	2.7558315851786047e-05	0.004084483077225699	1
zf-CCHC_4	51.0	0.3591549295774648	5.0	ICM0003_COSAG.1_Prymnesiophyceae	1.3502598677061991e-05	0.0021866602758994196	1
zf-CW	341.0	2.401408450704225	21.0	ICM0003_COSAG.1_Prymnesiophyceae	2.1031807667950134e-15	2.4182372456609066e-12	1
zf-CXXC	123.0	0.8661971830985915	11.0	ICM0003_COSAG.1_Prymnesiophyceae	2.3670209245067184e-10	1.1748907670525472e-07	1
Agenet	208.0	1.4647887323943662	6.0	ICM0004_COSAG.1_Prymnesiophyceae	1.4883633855985113e-05	0.005890839634448176	1
Ank	13497.0	95.04929577464787	66.0	ICM0004_COSAG.1_Prymnesiophyceae	1.9677192303292742e-07	0.0001254748962539967	1
Ank_2	49660.0	349.71830985915494	227.0	ICM0004_COSAG.1_Prymnesiophyceae	3.3390161290994197e-19	9.581306782450785e-16	1
Ank_4	5299.0	37.316901408450704	38.0	ICM0004_COSAG.1_Prymnesiophyceae	7.03438095720995e-09	6.7283853855713174e-06	1
C2	10553.0	74.3169014084507	4.0	ICM0004_COSAG.1_Prymnesiophyceae	3.8177274644228727e-07	0.00023063092545603018	1
CS	1500.0	10.56338028169014	14.0	ICM0004_COSAG.1_Prymnesiophyceae	2.474782942285391e-05	0.008876737066109912	1
DUF760	160.0	1.1267605633802815	6.0	ICM0004_COSAG.1_Prymnesiophyceae	3.5005660677763208e-06	0.0016071798930374645	1
EsV_1_7_cys	1881.0	13.246478873239436	16.0	ICM0004_COSAG.1_Prymnesiophyceae	2.05248954550682e-05	0.007852825001109093	1
Exostosin_GT47	892.0	6.28169014084507	12.0	ICM0004_COSAG.1_Prymnesiophyceae	2.7346099268534516e-06	0.0013078271975176634	1
FancD2	189.0	1.3309859154929575	5.0	ICM0004_COSAG.1_Prymnesiophyceae	0.00011488787256588155	0.03216300003198021	1
GYF_2	289.0	2.035211267605634	6.0	ICM0004_COSAG.1_Prymnesiophyceae	8.842434231906871e-05	0.026708805293112387	1
Homeodomain	546.0	3.845070422535212	8.0	ICM0004_COSAG.1_Prymnesiophyceae	6.878436732211978e-05	0.021338026165494347	1
KR	538.0	3.788732394366197	11.0	ICM0004_COSAG.1_Prymnesiophyceae	1.3406756420470728e-07	9.051926482009588e-05	1
Ketoacyl-synt_C	1018.0	7.169014084507042	11.0	ICM0004_COSAG.1_Prymnesiophyceae	5.0118989549534914e-05	0.015979604501376716	1
LRR_6	43563.0	306.78169014084506	34.0	ICM0004_COSAG.1_Prymnesiophyceae	1.7302008645895888e-15	2.837035074822757e-12	1
LRR_8	7837.0	55.19014084507042	4.0	ICM0004_COSAG.1_Prymnesiophyceae	0.00010150912002171363	0.029874914861775105	1
MAM	114.0	0.8028169014084507	6.0	ICM0004_COSAG.1_Prymnesiophyceae	5.292905402029353e-07	0.0002892950866880615	1
Mg_trans_NIPA	947.0	6.669014084507042	11.0	ICM0004_COSAG.1_Prymnesiophyceae	2.6478021663222238e-05	0.00920953735304439	1
Notch	989.0	6.964788732394366	11.0	ICM0004_COSAG.1_Prymnesiophyceae	3.8883793737036174e-05	0.013126711309226505	1
Nuc_sug_transp	871.0	6.133802816901408	11.0	ICM0004_COSAG.1_Prymnesiophyceae	1.2496348167427821e-05	0.005122610152347733	1
Nucleotid_trans	1029.0	7.246478873239437	16.0	ICM0004_COSAG.1_Prymnesiophyceae	9.211899710340469e-09	8.133398836560608e-06	1
PCIF1_WW	206.0	1.4507042253521127	5.0	ICM0004_COSAG.1_Prymnesiophyceae	0.00016982956036415078	0.046411992710945774	1
PKS_DH_N	256.0	1.8028169014084507	6.0	ICM0004_COSAG.1_Prymnesiophyceae	4.6084067002992206e-05	0.015112940601724129	1
PP-binding	1757.0	12.373239436619718	16.0	ICM0004_COSAG.1_Prymnesiophyceae	9.102598689330782e-06	0.003869615842819952	1
PPR	4006.0	28.211267605633804	71.0	ICM0004_COSAG.1_Prymnesiophyceae	4.863513715207305e-37	1.8607803474383148e-33	1
PPR_1	152.0	1.0704225352112675	13.0	ICM0004_COSAG.1_Prymnesiophyceae	3.7497008729989655e-16	7.173177770047021e-13	1
PPR_2	3105.0	21.866197183098592	102.0	ICM0004_COSAG.1_Prymnesiophyceae	7.649177431232467e-77	8.779725855568626e-73	1
PPR_3	2575.0	18.133802816901408	30.0	ICM0004_COSAG.1_Prymnesiophyceae	5.002198949256313e-12	5.7415239539563965e-09	1
PPR_long	1049.0	7.387323943661972	55.0	ICM0004_COSAG.1_Prymnesiophyceae	1.740236534497543e-52	9.9872174714814e-49	1
PS-DH	276.0	1.943661971830986	7.0	ICM0004_COSAG.1_Prymnesiophyceae	6.569567284598704e-06	0.002900211280485536	1
Pentapeptide	2514.0	17.704225352112676	22.0	ICM0004_COSAG.1_Prymnesiophyceae	4.107959934670648e-07	0.00023575582065074848	1
Sel1	27035.0	190.387323943662	14.0	ICM0004_COSAG.1_Prymnesiophyceae	5.814056724375024e-14	8.341717885297066e-11	1
ShK	1437.0	10.119718309859154	30.0	ICM0004_COSAG.1_Prymnesiophyceae	1.953420220255676e-18	4.48427145761893e-15	1
TPR_24	2.0	0.0140845070422535	5.0	ICM0004_COSAG.1_Prymnesiophyceae	1.6056717876817168e-12	2.047766753223416e-09	1
ketoacyl-synt	1225.0	8.626760563380282	14.0	ICM0004_COSAG.1_Prymnesiophyceae	2.692182483593857e-06	0.0013078271975176634	1
zf-C2H2_6	227.0	1.5985915492957747	6.0	ICM0004_COSAG.1_Prymnesiophyceae	2.399886121418247e-05	0.008876737066109912	1
Aa_trans	3475.0	24.47183098591549	15.0	ICM0005_SAG.1_MALV-I	1.0533399810634688e-05	0.004648875493347426	1
Ammonium_transp	1213.0	8.54225352112676	10.0	ICM0005_SAG.1_MALV-I	1.3775788439275049e-06	0.0008782065130037844	1
Ank	13497.0	95.04929577464787	59.0	ICM0005_SAG.1_MALV-I	2.138851676950894e-18	1.2271661496505753e-14	1
Ank_2	49660.0	349.71830985915494	147.0	ICM0005_SAG.1_MALV-I	3.301322785631393e-26	3.7882678965120236e-22	1
Asp	2041.0	14.373239436619718	13.0	ICM0005_SAG.1_MALV-I	6.723590310593731e-07	0.0004822074925878942	1
BTB	4074.0	28.690140845070424	22.0	ICM0005_SAG.1_MALV-I	2.1922544974713547e-09	2.5156120358483796e-06	1
CAP	993.0	6.992957746478873	9.0	ICM0005_SAG.1_MALV-I	2.166608534266918e-06	0.0013085175226690991	1
DUF7495	80.0	0.5633802816901409	5.0	ICM0005_SAG.1_MALV-I	4.6252353066235183e-08	4.422881261958739e-05	1
DnaJ	7313.0	51.5	21.0	ICM0005_SAG.1_MALV-I	8.651049000506344e-05	0.028643985062508506	1
E1-E2_ATPase	3312.0	23.323943661971832	14.0	ICM0005_SAG.1_MALV-I	2.5608591507796167e-05	0.01013305474317107	1
EF-hand_5	4944.0	34.816901408450704	16.0	ICM0005_SAG.1_MALV-I	0.00015679105496834743	0.049977148771160745	1
ER_lumen_recept	394.0	2.7746478873239435	5.0	ICM0005_SAG.1_MALV-I	8.736727470046167e-05	0.028643985062508506	1
Exostosin_GT47	892.0	6.28169014084507	13.0	ICM0005_SAG.1_MALV-I	4.7527963913666847e-11	9.089723098488783e-08	1
FYVE	3241.0	22.823943661971832	14.0	ICM0005_SAG.1_MALV-I	2.0302759093614812e-05	0.008320505735686785	1
Glutaredoxin	1343.0	9.45774647887324	10.0	ICM0005_SAG.1_MALV-I	3.3446521664204894e-06	0.0018276135052226247	1
Hint	531.0	3.73943661971831	6.0	ICM0005_SAG.1_MALV-I	3.259526351931254e-05	0.012065504802713272	1
KH_1	3671.0	25.85211267605634	23.0	ICM0005_SAG.1_MALV-I	5.8003777604850506e-11	9.508476400223709e-08	1
LRR_6	43563.0	306.78169014084506	14.0	ICM0005_SAG.1_MALV-I	1.782132643323244e-08	1.8590883711031113e-05	1
LicD	310.0	2.183098591549296	5.0	ICM0005_SAG.1_MALV-I	2.8695799897724323e-05	0.010976143460879554	1
Methyltransf_28	266.0	1.8732394366197185	5.0	ICM0005_SAG.1_MALV-I	1.3996303548796299e-05	0.005948429008238427	1
PAE	541.0	3.8098591549295775	6.0	ICM0005_SAG.1_MALV-I	3.6095919921972385e-05	0.012943771284519786	1
PAN_1	818.0	5.76056338028169	8.0	ICM0005_SAG.1_MALV-I	4.5893692566507e-06	0.0023937732827303084	1
PPR	4006.0	28.211267605633804	22.0	ICM0005_SAG.1_MALV-I	1.6246743993976633e-09	2.0714598592320207e-06	1
PPR_2	3105.0	21.866197183098592	21.0	ICM0005_SAG.1_MALV-I	1.0061491035319879e-10	1.443195120378695e-07	1
PPR_3	2575.0	18.133802816901408	16.0	ICM0005_SAG.1_MALV-I	5.06910992200952e-08	4.474464335004558e-05	1
PPR_long	1049.0	7.387323943661972	10.0	ICM0005_SAG.1_MALV-I	3.8091811331255726e-07	0.0002914023566841063	1
Transferase	111.0	0.7816901408450704	5.0	ICM0005_SAG.1_MALV-I	2.1991840140673407e-07	0.00018025454686730526	1
UIM	581.0	4.091549295774648	6.0	ICM0005_SAG.1_MALV-I	5.3234897773886e-05	0.01851122581682854	1
Zeta_toxin	239.0	1.6830985915492958	5.0	ICM0005_SAG.1_MALV-I	8.45013705174478e-06	0.004040221777865473	1
zf-C3HC4_3	3678.0	25.901408450704224	28.0	ICM0005_SAG.1_MALV-I	5.0269650211507736e-15	1.4421105904426283e-11	1
zf-RING_2	5531.0	38.95070422535211	37.0	ICM0005_SAG.1_MALV-I	1.3539208002844565e-17	5.1787470610880456e-14	1
ARL2_Bind_BART	434.0	3.056338028169014	11.0	ICM0006_COSAG.1_MAST-3	0.00011304143621943148	0.01805051933631672	1
ARM_LRRK2	364.0	2.563380281690141	35.0	ICM0006_COSAG.1_MAST-3	6.755835953890548e-29	1.5534369192375926e-25	1
Ank_2	49660.0	349.71830985915494	204.0	ICM0006_COSAG.1_MAST-3	1.2923538113163639e-09	6.753723531229198e-07	1
Ank_4	5299.0	37.316901408450704	13.0	ICM0006_COSAG.1_MAST-3	0.0001871996084382041	0.027310866944883504	1
ArabFuran-catal	42.0	0.2957746478873239	7.0	ICM0006_COSAG.1_MAST-3	2.098996654442586e-08	9.652865814450566e-06	1
Asp_Arg_Hydrox	445.0	3.1338028169014085	11.0	ICM0006_COSAG.1_MAST-3	0.0001396625535093269	0.021127636548641204	1
BTB	4074.0	28.690140845070424	6.0	ICM0006_COSAG.1_MAST-3	1.1838133202470673e-05	0.0027220603485761065	1
Bac_rhamnosid6H	260.0	1.8309859154929575	9.0	ICM0006_COSAG.1_MAST-3	4.865230149429785e-05	0.00860546938892219	1
Beta-lactamase	826.0	5.816901408450704	18.0	ICM0006_COSAG.1_MAST-3	6.8731678226679635e-06	0.0017560180101603015	1
CCDC53	406.0	2.859154929577465	24.0	ICM0006_COSAG.1_MAST-3	7.915291068203063e-16	8.272918310102784e-13	1
Cul7	11.0	0.0774647887323943	4.0	ICM0006_COSAG.1_MAST-3	1.7634765264133522e-06	0.0004945046249798613	1
Cullin_AB	0.0	0.0	6.0	ICM0006_COSAG.1_MAST-3	5.0298371169789373e-14	4.4483105641466804e-11	1
Cupin_8	1812.0	12.76056338028169	31.0	ICM0006_COSAG.1_MAST-3	7.559854685612556e-07	0.00023490716032564208	1
Cys_rich_FGFR	307.0	2.1619718309859155	10.0	ICM0006_COSAG.1_MAST-3	3.100587879659501e-05	0.006481356154990051	1
DUF285	492.0	3.464788732394366	104.0	ICM0006_COSAG.1_MAST-3	3.3438175864486234e-114	1.9221935395699913e-110	1
DUF5763	14.0	0.0985915492957746	4.0	ICM0006_COSAG.1_MAST-3	3.896068492878709e-06	0.0010416999875029421	1
DUF7885	0.0	0.0	10.0	ICM0006_COSAG.1_MAST-3	6.844359753538084e-23	9.83620051080342e-20	1
Decapeptide	321.0	2.26056338028169	26.0	ICM0006_COSAG.1_MAST-3	3.76619766999777e-20	4.329997461196436e-17	1
EF-hand_5	4944.0	34.816901408450704	73.0	ICM0006_COSAG.1_MAST-3	3.895967156620911e-11	2.357470231561611e-08	1
EF-hand_7	17178.0	120.97183098591547	235.0	ICM0006_COSAG.1_MAST-3	8.994658169905179e-28	1.7235264163233307e-24	1
EGF_2	1234.0	8.690140845070422	25.0	ICM0006_COSAG.1_MAST-3	4.7085698782721094e-07	0.00015466979397284127	1
EGF_TEN	995.0	7.007042253521127	29.0	ICM0006_COSAG.1_MAST-3	2.2951093374580252e-11	1.4659373362641619e-08	1
EGF_Teneurin	2194.0	15.450704225352112	40.0	ICM0006_COSAG.1_MAST-3	3.9583889735311896e-09	1.8962332511953372e-06	1
F-box-like	4385.0	30.880281690140844	4.0	ICM0006_COSAG.1_MAST-3	1.4856132371870312e-07	5.555784365048516e-05	1
FYVE	3241.0	22.823943661971832	47.0	ICM0006_COSAG.1_MAST-3	2.0302806534019928e-07	7.294417710050848e-05	1
GYF	475.0	3.3450704225352115	25.0	ICM0006_COSAG.1_MAST-3	2.495682234996951e-15	2.3910715546466624e-12	1
Glyco_hydro_28	368.0	2.591549295774648	10.0	ICM0006_COSAG.1_MAST-3	0.00013239004037882482	0.020801894307841653	1
Guanylate_cyc	7975.0	56.16197183098591	11.0	ICM0006_COSAG.1_MAST-3	1.9363960688965364e-10	1.113137280205174e-07	1
HATPase_c	3396.0	23.91549295774648	6.0	ICM0006_COSAG.1_MAST-3	0.00034652750913009443	0.04644136387426114	1
HELP	317.0	2.232394366197183	9.0	ICM0006_COSAG.1_MAST-3	0.00020673837358913723	0.029344087421658158	1
IQ	6824.0	48.056338028169016	68.0	ICM0006_COSAG.1_MAST-3	0.0001773364222279594	0.02647840060201103	1
Kelch_KLHDC2_KLHL20_DRC7	6455.0	45.45774647887324	15.0	ICM0006_COSAG.1_MAST-3	1.8435804968454566e-05	0.0039991782966475875	1
LRR_6	43563.0	306.78169014084506	104.0	ICM0006_COSAG.1_MAST-3	6.230132441860489e-30	1.7906958171017512e-26	1
MORN	29519.0	207.88028169014083	94.0	ICM0006_COSAG.1_MAST-3	1.6313126282793474e-12	1.2503467524885103e-09	1
Melibiase_2	770.0	5.422535211267606	16.0	ICM0006_COSAG.1_MAST-3	3.762828172411328e-05	0.006759568046595788	1
NB-ARC	491.0	3.4577464788732395	16.0	ICM0006_COSAG.1_MAST-3	1.4980370124076193e-07	5.555784365048516e-05	1
NHL	2987.0	21.035211267605632	4.0	ICM0006_COSAG.1_MAST-3	0.00013516447856765304	0.020801894307841653	1
OGFr_N	157.0	1.1056338028169015	7.0	ICM0006_COSAG.1_MAST-3	7.401864271620867e-05	0.012333222250844218	1
PH	8242.0	58.04225352112676	84.0	ICM0006_COSAG.1_MAST-3	1.4397819544197252e-05	0.0032457202215614867	1
PHD	2396.0	16.87323943661972	30.0	ICM0006_COSAG.1_MAST-3	0.0003473912579965607	0.04644136387426114	1
PTM_DIR17_Tudor	162.0	1.1408450704225352	8.0	ICM0006_COSAG.1_MAST-3	1.1357767597612801e-05	0.0026649031442807017	1
Peptidase_S28	761.0	5.359154929577465	14.0	ICM0006_COSAG.1_MAST-3	0.00037194947786797354	0.048940746454553	1
PqiA	273.0	1.9225352112676055	8.0	ICM0006_COSAG.1_MAST-3	0.0003746008252588209	0.048940746454553	1
SAP	1590.0	11.19718309859155	25.0	ICM0006_COSAG.1_MAST-3	3.236469877720577e-05	0.0066445882471702624	1
Sel1	27035.0	190.387323943662	35.0	ICM0006_COSAG.1_MAST-3	1.526339001365097e-34	5.849439832898174e-31	1
SidE_PDE	14.0	0.0985915492957746	5.0	ICM0006_COSAG.1_MAST-3	8.968356606282725e-08	3.6824712822297315e-05	1
Sulfatase	1774.0	12.492957746478874	41.0	ICM0006_COSAG.1_MAST-3	2.764013621915008e-12	1.986116538197303e-09	1
Sulfotransfer_1	609.0	4.288732394366197	17.0	ICM0006_COSAG.1_MAST-3	5.039817042319812e-07	0.00016095215704319687	1
Sulfotransfer_3	299.0	2.105633802816901	9.0	ICM0006_COSAG.1_MAST-3	0.00013569992807585665	0.020801894307841653	1
Sushi	1269.0	8.93661971830986	27.0	ICM0006_COSAG.1_MAST-3	6.579986000710914e-08	2.8018555203767917e-05	1
TIG	8938.0	62.94366197183098	94.0	ICM0006_COSAG.1_MAST-3	1.2321286734173392e-06	0.0003541445839569787	1
TPR_10	2527.0	17.795774647887324	51.0	ICM0006_COSAG.1_MAST-3	9.540859631967748e-13	7.835090227766657e-10	1
UBA_4	729.0	5.133802816901408	15.0	ICM0006_COSAG.1_MAST-3	7.200676696130043e-05	0.012174438231677515	1
WD40	93586.0	659.056338028169	1540.0	ICM0006_COSAG.1_MAST-3	7.096661332286118e-257	8.15903153372935e-253	1
WW	4613.0	32.485915492957744	95.0	ICM0006_COSAG.1_MAST-3	6.495912130253911e-23	9.83620051080342e-20	1
WWE	1441.0	10.147887323943662	51.0	ICM0006_COSAG.1_MAST-3	3.1850705302697945e-22	4.0687506540568693e-19	1
ZER1-like_2nd	55.0	0.3873239436619718	7.0	ICM0006_COSAG.1_MAST-3	1.121606707337314e-07	4.4465904531921026e-05	1
zf-CXXC	123.0	0.8661971830985915	7.0	ICM0006_COSAG.1_MAST-3	1.6816520562301767e-05	0.0037180680173996812	1
zf-KKT2_KKT3	0.0	0.0	4.0	ICM0006_COSAG.1_MAST-3	1.3629732711864528e-09	6.813088564708977e-07	1
ARM_LRRK2	364.0	2.563380281690141	26.0	ICM0007_COSAG.1_MAST-3	2.8600702227474254e-23	8.216981749953352e-20	1
Aa_trans	3475.0	24.47183098591549	33.0	ICM0007_COSAG.1_MAST-3	1.182255697437974e-05	0.004382736282244257	1
CCDC53	406.0	2.859154929577465	9.0	ICM0007_COSAG.1_MAST-3	5.775470454237677e-05	0.015435280572116135	1
Cullin_AB	0.0	0.0	5.0	ICM0007_COSAG.1_MAST-3	1.0390151424391586e-12	1.1940362016910812e-09	1
Cupin_8	1812.0	12.76056338028169	20.0	ICM0007_COSAG.1_MAST-3	8.099582554333095e-05	0.02068453393653243	1
DUF285	492.0	3.464788732394366	76.0	ICM0007_COSAG.1_MAST-3	4.5968930975290467e-88	5.28274954768038e-84	1
DUF5763	14.0	0.0985915492957746	4.0	ICM0007_COSAG.1_MAST-3	7.57853595138768e-07	0.00039587515978794195	1
DUF7885	0.0	0.0	13.0	ICM0007_COSAG.1_MAST-3	6.932374768240151e-32	2.6555616945538605e-28	1
EF-hand_5	4944.0	34.816901408450704	47.0	ICM0007_COSAG.1_MAST-3	2.1688017096247975e-07	0.00013117825919477987	1
EF-hand_7	17178.0	120.97183098591547	125.0	ICM0007_COSAG.1_MAST-3	1.6467521501749609e-09	1.3517482649864752e-06	1
EGF_Teneurin	2194.0	15.450704225352112	28.0	ICM0007_COSAG.1_MAST-3	2.3035267999730175e-07	0.00013236064992644959	1
EcKL	209.0	1.471830985915493	8.0	ICM0007_COSAG.1_MAST-3	3.41216280188433e-06	0.0014004491042590972	1
FA_hydroxylase	1241.0	8.73943661971831	17.0	ICM0007_COSAG.1_MAST-3	2.1017477055725095e-05	0.006356127534852442	1
FYVE	3241.0	22.823943661971832	34.0	ICM0007_COSAG.1_MAST-3	1.0434109009853841e-06	0.000499619919755168	1
GYF	475.0	3.3450704225352115	19.0	ICM0007_COSAG.1_MAST-3	4.1321038817420414e-13	5.27623753433106e-10	1
Guanylate_cyc	7975.0	56.16197183098591	9.0	ICM0007_COSAG.1_MAST-3	3.1094582710100085e-06	0.0013234775722387785	1
H_lectin	194.0	1.3661971830985915	7.0	ICM0007_COSAG.1_MAST-3	2.0070927139382604e-05	0.006249024420890086	1
IQ	6824.0	48.056338028169016	77.0	ICM0007_COSAG.1_MAST-3	8.498762691313055e-15	1.3952540121224232e-11	1
LRR_5	4670.0	32.88732394366197	109.0	ICM0007_COSAG.1_MAST-3	7.354039857236307e-46	4.2256313019679815e-42	1
LRR_6	43563.0	306.78169014084506	70.0	ICM0007_COSAG.1_MAST-3	1.4486211888581648e-19	2.7745924503930047e-16	1
MORN	29519.0	207.88028169014083	64.0	ICM0007_COSAG.1_MAST-3	4.245733657868801e-08	2.8701159527193093e-05	1
Mito_carr	17669.0	124.42957746478874	127.0	ICM0007_COSAG.1_MAST-3	1.9952960158218813e-09	1.5286627875883373e-06	1
NMO	275.0	1.9366197183098592	8.0	ICM0007_COSAG.1_MAST-3	2.332555094549437e-05	0.006873262345272341	1
PH	8242.0	58.04225352112676	60.0	ICM0007_COSAG.1_MAST-3	2.5139808918889898e-05	0.007222667102397068	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	96.0	ICM0007_COSAG.1_MAST-3	7.161298577467015e-09	5.143602703265683e-06	1
PQQ_2	646.0	4.549295774647887	13.0	ICM0007_COSAG.1_MAST-3	3.9950706237113196e-06	0.0015831500554376028	1
PTM_DIR17_Tudor	162.0	1.1408450704225352	8.0	ICM0007_COSAG.1_MAST-3	5.511523144758425e-07	0.0003016115427598277	1
Ring_hydroxyl_A	61.0	0.4295774647887324	4.0	ICM0007_COSAG.1_MAST-3	0.00014428061808590797	0.03454318464673446	1
Sel1	27035.0	190.387323943662	29.0	ICM0007_COSAG.1_MAST-3	1.3968059725899583e-19	2.7745924503930047e-16	1
Sulfatase	1774.0	12.492957746478874	30.0	ICM0007_COSAG.1_MAST-3	1.837494434059968e-10	1.6243450797090116e-07	1
Sulfotransfer_1	609.0	4.288732394366197	11.0	ICM0007_COSAG.1_MAST-3	5.5763360504283e-05	0.01525791759321953	1
Sushi	1269.0	8.93661971830986	19.0	ICM0007_COSAG.1_MAST-3	2.071130313257984e-06	0.0009154395984600288	1
WD40	93586.0	659.056338028169	281.0	ICM0007_COSAG.1_MAST-3	1.7786645847217593e-07	0.0001135578522645692	1
WW	4613.0	32.485915492957744	58.0	ICM0007_COSAG.1_MAST-3	2.3541199351279747e-13	3.3816932868113356e-10	1
WWE	1441.0	10.147887323943662	29.0	ICM0007_COSAG.1_MAST-3	7.058637799673427e-12	7.374351417622457e-09	1
zf-C2H2	6003.0	42.27464788732394	7.0	ICM0007_COSAG.1_MAST-3	8.634357470581902e-05	0.02157087740259287	1
C2	10553.0	74.3169014084507	28.0	ICM0008_SAG.1_Choanoflagellata	1.388425784334788e-09	1.3273350498240576e-06	1
Cadherin	1131.0	7.964788732394366	7.0	ICM0008_SAG.1_Choanoflagellata	1.3342686315899413e-05	0.007288918924571336	1
Cadherin_3	89.0	0.6267605633802817	6.0	ICM0008_SAG.1_Choanoflagellata	6.662056640543463e-11	8.491901531146068e-08	1
DCX	172.0	1.2112676056338028	4.0	ICM0008_SAG.1_Choanoflagellata	6.602381109795315e-06	0.003986448215345887	1
EGF	908.0	6.394366197183099	17.0	ICM0008_SAG.1_Choanoflagellata	2.766152638372711e-19	1.3655891567421839e-15	1
Ephrin_rec_like	5187.0	36.5281690140845	19.0	ICM0008_SAG.1_Choanoflagellata	4.256720210492034e-09	3.7563918657511244e-06	1
FG-GAP_3	1552.0	10.929577464788732	11.0	ICM0008_SAG.1_Choanoflagellata	1.26338082746633e-08	1.0352503466209814e-05	1
FXa_inhibition	112.0	0.7887323943661971	4.0	ICM0008_SAG.1_Choanoflagellata	1.2628231671981859e-06	0.0008048392985609772	1
HYR	492.0	3.464788732394366	12.0	ICM0008_SAG.1_Choanoflagellata	2.319000832577009e-15	5.320715510264689e-12	1
IQ	6824.0	48.056338028169016	15.0	ICM0008_SAG.1_Choanoflagellata	7.105470011649957e-05	0.03260558078945932	1
LRR_5	4670.0	32.88732394366197	19.0	ICM0008_SAG.1_Choanoflagellata	7.984592944706714e-10	8.32720456924322e-07	1
LRR_6	43563.0	306.78169014084506	84.0	ICM0008_SAG.1_Choanoflagellata	1.7227381111042264e-17	4.9408129026469215e-14	1
MACPF	357.0	2.514084507042253	6.0	ICM0008_SAG.1_Choanoflagellata	2.0106340346959285e-07	0.00014416246028769807	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	36.0	ICM0008_SAG.1_Choanoflagellata	6.233242042110151e-13	1.0215393243869665e-09	1
PLAT	731.0	5.147887323943662	12.0	ICM0008_SAG.1_Choanoflagellata	2.2082520089679228e-13	4.222177841146669e-10	1
SH2	1631.0	11.485915492957746	11.0	ICM0008_SAG.1_Choanoflagellata	2.0768173073704258e-08	1.5883498766769016e-05	1
Spectrin	445.0	3.1338028169014085	14.0	ICM0008_SAG.1_Choanoflagellata	3.571101351313242e-19	1.3655891567421839e-15	1
TIG	8938.0	62.94366197183098	112.0	ICM0008_SAG.1_Choanoflagellata	1.256987029661139e-100	1.4420155204272587e-96	1
TNFR_c6	851.0	5.992957746478873	11.0	ICM0008_SAG.1_Choanoflagellata	2.6770189588910876e-11	3.8388451870498196e-08	1
Y_phosphatase	669.0	4.711267605633803	7.0	ICM0008_SAG.1_Choanoflagellata	4.47204586457423e-07	0.00030178417740232686	1
hEGF	311.0	2.1901408450704225	4.0	ICM0008_SAG.1_Choanoflagellata	6.396513403532528e-05	0.030575334068885487	1
DUF7885	0.0	0.0	5.0	ICM0009_SAG.1_Labyrinthulomycetes	3.3057856125118926e-16	3.795041883163653e-12	1
HMG_box_2	230.0	1.619718309859155	6.0	ICM0009_SAG.1_Labyrinthulomycetes	5.086095395341201e-08	0.00011677675027703398	1
LIM	2527.0	17.795774647887324	14.0	ICM0009_SAG.1_Labyrinthulomycetes	3.475286543750201e-08	9.974072380563076e-05	1
Trypan_glycop_C	10.0	0.0704225352112676	4.0	ICM0009_SAG.1_Labyrinthulomycetes	4.1069948675068555e-10	1.8594401221371107e-06	1
WW	4613.0	32.485915492957744	21.0	ICM0009_SAG.1_Labyrinthulomycetes	4.859164082239836e-10	1.8594401221371107e-06	1
AAA_16	733.0	5.161971830985915	15.0	ICM0010_COSAG.1_MAST-4	1.1494258302028518e-05	0.002033422711000399	1
AAA_6	1998.0	14.070422535211268	29.0	ICM0010_COSAG.1_MAST-4	1.489309221392052e-06	0.0003231239006940982	1
AAA_7	1754.0	12.352112676056338	31.0	ICM0010_COSAG.1_MAST-4	1.0163449104775604e-08	3.158635169076072e-06	1
