annot	count_bg	avg_count	count_fg	species	pval	pval_adj	species_count
LRR_6	43563.0	306.78169014084506	111.0	ICM0091_COSAG.1_Bolidophyceae	3.0722614871700124e-12	2.2053076987592247e-09	1
MORN	29519.0	207.88028169014083	80.0	ICM0091_COSAG.1_Bolidophyceae	1.6470588233639388e-07	6.522920891839599e-05	1
Mpv17_PMP22	910.0	6.408450704225352	14.0	ICM0091_COSAG.1_Bolidophyceae	0.00013962415744709456	0.027647990487584158	1
Na_Ca_ex	2220.0	15.633802816901408	26.0	ICM0091_COSAG.1_Bolidophyceae	2.9941828069218233e-05	0.00747569337771677	1
OST-HTH	159.0	1.119718309859155	7.0	ICM0091_COSAG.1_Bolidophyceae	1.4247749674984767e-05	0.0038054745352837224	1
RRM_1	21714.0	152.9154929577465	52.0	ICM0091_COSAG.1_Bolidophyceae	1.1920378619509027e-07	5.070575868335599e-05	1
RYDR_ITPR	472.0	3.323943661971831	10.0	ICM0091_COSAG.1_Bolidophyceae	0.00010403239758667904	0.022543624269490734	1
Ras	10354.0	72.91549295774648	22.0	ICM0091_COSAG.1_Bolidophyceae	4.367138755012889e-05	0.010031317720264606	1
SRCR	1002.0	7.056338028169014	15.0	ICM0091_COSAG.1_Bolidophyceae	0.00011010095599567598	0.02341684221500627	1
START	1290.0	9.084507042253522	175.0	ICM0091_COSAG.1_Bolidophyceae	2.3781484394529944e-181	1.365651741355882e-177	1
Sedlin_N	264.0	1.8591549295774648	9.0	ICM0091_COSAG.1_Bolidophyceae	6.464149536988557e-06	0.0018560189358078395	1
Sel1	27035.0	190.387323943662	20.0	ICM0091_COSAG.1_Bolidophyceae	2.036216545056491e-31	5.84648675499345e-28	1
TIG	8938.0	62.94366197183098	134.0	ICM0091_COSAG.1_Bolidophyceae	4.426062858907431e-30	1.0166666386910369e-26	1
WD40	93586.0	659.056338028169	310.0	ICM0091_COSAG.1_Bolidophyceae	2.2268048604054062e-10	1.3460449379871628e-07	1
WW	4613.0	32.485915492957744	90.0	ICM0091_COSAG.1_Bolidophyceae	3.220223647790823e-28	6.164044765812933e-25	1
XK-related	105.0	0.7394366197183099	124.0	ICM0091_COSAG.1_Bolidophyceae	1.5050726094382463e-223	1.728575891939826e-219	1
cNMP_binding	7442.0	52.40845070422535	98.0	ICM0091_COSAG.1_Bolidophyceae	9.614567297048942e-19	1.104233054066071e-15	1
zf-C2H2	6003.0	42.27464788732394	9.0	ICM0091_COSAG.1_Bolidophyceae	7.824720685100686e-05	0.01728209943622719	1
2OG-FeII_Oxy_3	1989.0	14.007042253521126	29.0	ICM0092_COSAG.1_Chrysophyceae	0.00014666415424693127	0.0160618200922425	1
ARL2_Bind_BART	434.0	3.056338028169014	11.0	ICM0092_COSAG.1_Chrysophyceae	0.00022781894150587017	0.024714056682792463	1
Ank	13497.0	95.04929577464787	139.0	ICM0092_COSAG.1_Chrysophyceae	1.253900761115991e-06	0.0003272173309312986	1
Ank_2	49660.0	349.71830985915494	548.0	ICM0092_COSAG.1_Chrysophyceae	1.7973059566610204e-28	2.9524601708064393e-25	1
Anoctamin	1087.0	7.654929577464789	21.0	ICM0092_COSAG.1_Chrysophyceae	2.4678903007842895e-05	0.004235562771450529	1
BTB	4074.0	28.690140845070424	9.0	ICM0092_COSAG.1_Chrysophyceae	0.00013636643154862414	0.015224054333763387	1
Beta-prop_EML_2	642.0	4.52112676056338	16.0	ICM0092_COSAG.1_Chrysophyceae	1.1931706258969539e-05	0.0022492244306867334	1
Beta-prop_WDR3_1st	162.0	1.1408450704225352	14.0	ICM0092_COSAG.1_Chrysophyceae	2.003864689585827e-11	1.0473836393430648e-08	1
C2	10553.0	74.3169014084507	139.0	ICM0092_COSAG.1_Chrysophyceae	3.5765962267986163e-13	2.419251765409252e-10	1
CCDC53	406.0	2.859154929577465	22.0	ICM0092_COSAG.1_Chrysophyceae	3.2413399941102483e-13	2.3295105370171087e-10	1
Chloroa_b-bind	1649.0	11.612676056338028	36.0	ICM0092_COSAG.1_Chrysophyceae	2.1028665043526413e-09	8.338228252948628e-07	1
Cullin_AB	0.0	0.0	4.0	ICM0092_COSAG.1_Chrysophyceae	1.8938552818961953e-09	7.777657816615839e-07	1
DDE_Tnp_1_7	217.0	1.528169014084507	12.0	ICM0092_COSAG.1_Chrysophyceae	5.8645103141330256e-08	1.8225947054652883e-05	1
DDE_Tnp_4	567.0	3.992957746478873	17.0	ICM0092_COSAG.1_Chrysophyceae	5.935012174330841e-07	0.00016249215474435795	1
DHFR_1	161.0	1.1338028169014085	7.0	ICM0092_COSAG.1_Chrysophyceae	0.00014233622388431835	0.015737733061978624	1
DOT1	358.0	2.5211267605633805	11.0	ICM0092_COSAG.1_Chrysophyceae	4.4442790458163096e-05	0.005807359630436562	1
DUF1415	118.0	0.8309859154929577	7.0	ICM0092_COSAG.1_Chrysophyceae	2.1970905554409017e-05	0.003947553796408583	1
DUF285	492.0	3.464788732394366	17.0	ICM0092_COSAG.1_Chrysophyceae	8.797086364275946e-08	2.66204463428445e-05	1
DUF4116	5810.0	40.91549295774648	14.0	ICM0092_COSAG.1_Chrysophyceae	1.0252124820843161e-05	0.001964819721914592	1
DUF5710	48.0	0.3380281690140845	6.0	ICM0092_COSAG.1_Chrysophyceae	1.6221601966424424e-06	0.00038860875210815514	1
DUF7885	0.0	0.0	12.0	ICM0092_COSAG.1_Chrysophyceae	6.772308319887417e-27	9.734346671298175e-24	1
EF-hand_7	17178.0	120.97183098591547	198.0	ICM0092_COSAG.1_Chrysophyceae	1.1961271822586004e-12	7.641259149328692e-10	1
EGF_2	1234.0	8.690140845070422	35.0	ICM0092_COSAG.1_Chrysophyceae	4.304053894950494e-12	2.4746157869017867e-09	1
EamA	1711.0	12.049295774647888	35.0	ICM0092_COSAG.1_Chrysophyceae	1.670208521364376e-08	5.4873507963339885e-06	1
Ephrin_rec_like	5187.0	36.5281690140845	73.0	ICM0092_COSAG.1_Chrysophyceae	1.0441750519150646e-08	3.8732157812810735e-06	1
F-box-like	4385.0	30.880281690140844	10.0	ICM0092_COSAG.1_Chrysophyceae	7.87751488830684e-05	0.009846037358765254	1
FG-GAP_3	1552.0	10.929577464788732	31.0	ICM0092_COSAG.1_Chrysophyceae	1.7375392690151115e-07	5.123067706257633e-05	1
Fer2	758.0	5.338028169014085	16.0	ICM0092_COSAG.1_Chrysophyceae	8.118110028040673e-05	0.010037650237896743	1
GT_PLOD	138.0	0.971830985915493	8.0	ICM0092_COSAG.1_Chrysophyceae	6.734943977001711e-06	0.001382948585563262	1
Gly-zipper_OmpA	16.0	0.1126760563380281	4.0	ICM0092_COSAG.1_Chrysophyceae	8.432160460330568e-06	0.0016434137819210373	1
Gly_rich_2	35.0	0.2464788732394366	7.0	ICM0092_COSAG.1_Chrysophyceae	1.1974631195193127e-08	4.172614670106842e-06	1
Glyco_tranf_2_4	129.0	0.908450704225352	7.0	ICM0092_COSAG.1_Chrysophyceae	3.7760915111030536e-05	0.005713325827128159	1
Glyco_trans_1_2	82.0	0.5774647887323944	5.0	ICM0092_COSAG.1_Chrysophyceae	0.0002946127280213772	0.030797743268343784	1
Glyco_transf_34	285.0	2.007042253521127	10.0	ICM0092_COSAG.1_Chrysophyceae	3.3546568759215316e-05	0.005212864785975904	1
Glyco_transf_61	1335.0	9.401408450704226	41.0	ICM0092_COSAG.1_Chrysophyceae	5.5307048017329945e-15	4.8921211165482855e-12	1
Glyco_transf_92	241.0	1.6971830985915493	16.0	ICM0092_COSAG.1_Chrysophyceae	3.08022017308731e-11	1.539976163927434e-08	1
IQ	6824.0	48.056338028169016	73.0	ICM0092_COSAG.1_Chrysophyceae	0.00013576862044625132	0.015224054333763387	1
Kelch_KLHDC2_KLHL20_DRC7	6455.0	45.45774647887324	21.0	ICM0092_COSAG.1_Chrysophyceae	0.0003763873887064756	0.037965601602945286	1
LRR_1	8651.0	60.92253521126761	110.0	ICM0092_COSAG.1_Chrysophyceae	7.635255651199173e-10	3.376838643582281e-07	1
LRR_5	4670.0	32.88732394366197	57.0	ICM0092_COSAG.1_Chrysophyceae	2.8794718973929907e-05	0.004730149621160286	1
LRR_6	43563.0	306.78169014084506	80.0	ICM0092_COSAG.1_Chrysophyceae	3.4003196454198746e-48	9.775068900670784e-45	1
LTD	159.0	1.119718309859155	7.0	ICM0092_COSAG.1_Chrysophyceae	0.0001321849757174802	0.015049455799755494	1
Lipase_GDSL_2	741.0	5.21830985915493	20.0	ICM0092_COSAG.1_Chrysophyceae	3.1681153113371467e-07	8.885404381723378e-05	1
MORN	29519.0	207.88028169014083	503.0	ICM0092_COSAG.1_Chrysophyceae	2.25498140758131e-75	2.5930031205777487e-71	1
Methyltransf_11	2399.0	16.8943661971831	34.0	ICM0092_COSAG.1_Chrysophyceae	7.405452599039748e-05	0.009357725212786602	1
Methyltransf_16	2176.0	15.32394366197183	32.0	ICM0092_COSAG.1_Chrysophyceae	5.637218894968705e-05	0.007202486674805015	1
Myb_DNA-bind_3	19.0	0.1338028169014084	6.0	ICM0092_COSAG.1_Chrysophyceae	1.3102331006952162e-08	4.431285419086556e-06	1
Neur_chan_LBD	172.0	1.2112676056338028	8.0	ICM0092_COSAG.1_Chrysophyceae	3.0632736972231404e-05	0.0049612090485026605	1
O-FucT	377.0	2.6549295774647885	10.0	ICM0092_COSAG.1_Chrysophyceae	0.00030547407942066706	0.03136291463623438	1
PAE	541.0	3.8098591549295775	16.0	ICM0092_COSAG.1_Chrysophyceae	1.4890116322641975e-06	0.00036430095232778745	1
PAP_fibrillin	525.0	3.6971830985915495	12.0	ICM0092_COSAG.1_Chrysophyceae	0.0003018269947673636	0.03126764516062985	1
PC-Esterase	145.0	1.0211267605633805	11.0	ICM0092_COSAG.1_Chrysophyceae	9.946644300499143e-09	3.8125487603813217e-06	1
PH	8242.0	58.04225352112676	94.0	ICM0092_COSAG.1_Chrysophyceae	1.2805269929479467e-06	0.0003272173309312986	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	13.0	ICM0092_COSAG.1_Chrysophyceae	4.110720496727542e-21	5.252130554652222e-18	1
PRKCSH_1	299.0	2.105633802816901	10.0	ICM0092_COSAG.1_Chrysophyceae	4.944588777409922e-05	0.0063885198147681675	1
PS_pyruv_trans	83.0	0.5845070422535211	13.0	ICM0092_COSAG.1_Chrysophyceae	1.0832690277336848e-13	8.304340366606428e-11	1
PT	187.0	1.3169014084507042	53.0	ICM0092_COSAG.1_Chrysophyceae	4.849892086653271e-63	1.8589636368141988e-59	1
Phage_integrase	148.0	1.0422535211267605	7.0	ICM0092_COSAG.1_Chrysophyceae	8.62908974286052e-05	0.010555947122675864	1
Pkinase	49474.0	348.40845070422534	198.0	ICM0092_COSAG.1_Chrysophyceae	7.260292368143665e-15	5.963292995806001e-12	1
Polysacc_lyase	20.0	0.1408450704225352	11.0	ICM0092_COSAG.1_Chrysophyceae	7.704919529311192e-17	8.054442697049945e-14	1
PseudoU_synth_2	1170.0	8.23943661971831	22.0	ICM0092_COSAG.1_Chrysophyceae	2.3852361587647473e-05	0.004219666244559358	1
RCC1_2	4349.0	30.62676056338028	10.0	ICM0092_COSAG.1_Chrysophyceae	0.00010583419040210523	0.012292801570038467	1
REJ	1307.0	9.204225352112676	33.0	ICM0092_COSAG.1_Chrysophyceae	3.049245975228072e-10	1.402531178765904e-07	1
RT_RNaseH	770.0	5.422535211267606	33.0	ICM0092_COSAG.1_Chrysophyceae	3.2619498889517957e-16	3.1257634810880585e-13	1
RVT_2	967.0	6.809859154929577	87.0	ICM0092_COSAG.1_Chrysophyceae	3.3836945013564284e-64	1.9454551535548785e-60	1
Ras	10354.0	72.91549295774648	41.0	ICM0092_COSAG.1_Chrysophyceae	0.00041389741472276826	0.04067868693929156	1
SHIPPO-rpt	4898.0	34.49295774647887	10.0	ICM0092_COSAG.1_Chrysophyceae	8.226370434874197e-06	0.0016309488557003171	1
SKN1_KRE6_Sbg1	261.0	1.8380281690140845	9.0	ICM0092_COSAG.1_Chrysophyceae	9.299098640324377e-05	0.010972228292486438	1
Sel1	27035.0	190.387323943662	38.0	ICM0092_COSAG.1_Chrysophyceae	1.690337652582562e-37	3.887438533409376e-34	1
Slo-like_RCK	690.0	4.859154929577465	16.0	ICM0092_COSAG.1_Chrysophyceae	2.779879934569345e-05	0.0046327303431323045	1
Sulfotransfer_1	609.0	4.288732394366197	14.0	ICM0092_COSAG.1_Chrysophyceae	9.351059854454047e-05	0.010972228292486438	1
TEN_NHL	201.0	1.4154929577464788	16.0	ICM0092_COSAG.1_Chrysophyceae	2.406857605249933e-12	1.4566555580404727e-09	1
TPR_12	7630.0	53.732394366197184	86.0	ICM0092_COSAG.1_Chrysophyceae	5.697123268402557e-06	0.0011911130993338362	1
VPS13_VAB	573.0	4.035211267605634	16.0	ICM0092_COSAG.1_Chrysophyceae	3.026897517207251e-06	0.0006567225386861544	1
WD40	93586.0	659.056338028169	916.0	ICM0092_COSAG.1_Chrysophyceae	2.3456659333575243e-29	4.495468761279696e-26	1
WHD_NWD1	118.0	0.8309859154929577	8.0	ICM0092_COSAG.1_Chrysophyceae	2.2557883347856844e-06	0.0005086139227784427	1
WHEP-TRS	218.0	1.5352112676056338	9.0	ICM0092_COSAG.1_Chrysophyceae	2.4464910239733046e-05	0.004235562771450529	1
WW	4613.0	32.485915492957744	52.0	ICM0092_COSAG.1_Chrysophyceae	0.00038105138601328577	0.03810182511101542	1
zf-C2H2	6003.0	42.27464788732394	5.0	ICM0092_COSAG.1_Chrysophyceae	8.5863598535305e-12	4.701645331226058e-09	1
zf-CCHC	3323.0	23.401408450704224	4.0	ICM0092_COSAG.1_Chrysophyceae	7.739966393152996e-06	0.0015614363781555492	1
zf-CW	341.0	2.401408450704225	12.0	ICM0092_COSAG.1_Chrysophyceae	5.542521641484838e-06	0.001180249191767299	1
zf-KKT2_KKT3	0.0	0.0	4.0	ICM0092_COSAG.1_Chrysophyceae	1.8938552818961953e-09	7.777657816615839e-07	1
Acyl_transf_1	543.0	3.823943661971831	10.0	ICM0094_SAG.1_Centroplasthelida	6.323047793174052e-10	5.581792036497339e-07	1
Ank_2	49660.0	349.71830985915494	23.0	ICM0094_SAG.1_Centroplasthelida	8.79456217038487e-06	0.003255690176365702	1
Cadherin-like	330.0	2.323943661971831	15.0	ICM0094_SAG.1_Centroplasthelida	9.092692012998833e-20	1.73912889235291e-16	1
DUF285	492.0	3.464788732394366	20.0	ICM0094_SAG.1_Centroplasthelida	6.189994455854801e-25	1.775909409384742e-21	1
DUF7467	97.0	0.6830985915492958	6.0	ICM0094_SAG.1_Centroplasthelida	1.717877629554696e-09	1.4081688340549779e-06	1
EF-hand_5	4944.0	34.816901408450704	26.0	ICM0094_SAG.1_Centroplasthelida	6.268289908477966e-11	6.539535908153922e-08	1
EGF_3	2881.0	20.2887323943662	14.0	ICM0094_SAG.1_Centroplasthelida	3.66813271924803e-06	0.001451568658141048	1
EGF_TEN	995.0	7.007042253521127	18.0	ICM0094_SAG.1_Centroplasthelida	1.3703876902802454e-16	1.747396570406233e-13	1
EGF_Teneurin	2194.0	15.450704225352112	27.0	ICM0094_SAG.1_Centroplasthelida	6.008205697276623e-20	1.3790033716389304e-16	1
Ephrin_rec_like	5187.0	36.5281690140845	67.0	ICM0094_SAG.1_Centroplasthelida	1.6487715661770447e-48	9.460651246723883e-45	1
F5_F8_type_C_2	366.0	2.5774647887323945	6.0	ICM0094_SAG.1_Centroplasthelida	3.340657579821139e-06	0.0013691923709295496	1
G8	389.0	2.73943661971831	5.0	ICM0094_SAG.1_Centroplasthelida	6.90297318062439e-05	0.02263386292024157	1
Galactosyl_T	456.0	3.211267605633803	5.0	ICM0094_SAG.1_Centroplasthelida	0.00014341498145504562	0.04331132439942378	1
Glyco_hydro_47	897.0	6.316901408450704	7.0	ICM0094_SAG.1_Centroplasthelida	5.7979874012749065e-05	0.019569912769714946	1
Glyco_transf_49	547.0	3.852112676056338	6.0	ICM0094_SAG.1_Centroplasthelida	3.1110016616958405e-05	0.010818743960491354	1
Glyco_transf_64	211.0	1.4859154929577465	4.0	ICM0094_SAG.1_Centroplasthelida	8.708215926723502e-05	0.0277598572152997	1
Ham1p_like	235.0	1.6549295774647887	4.0	ICM0094_SAG.1_Centroplasthelida	0.0001307205648071317	0.040544573019639006	1
Ion_trans	10808.0	76.11267605633803	51.0	ICM0094_SAG.1_Centroplasthelida	4.540829191230784e-18	6.513819474820559e-15	1
KR	538.0	3.788732394366197	7.0	ICM0094_SAG.1_Centroplasthelida	2.286487918841431e-06	0.0010092205906393947	1
Ketoacyl-synt_C	1018.0	7.169014084507042	11.0	ICM0094_SAG.1_Centroplasthelida	2.0012891284355158e-08	1.3509878845838811e-05	1
Laminin_G_3	2684.0	18.901408450704224	23.0	ICM0094_SAG.1_Centroplasthelida	5.6602186164288107e-14	6.495666884213702e-11	1
PAN_4	1642.0	11.56338028169014	10.0	ICM0094_SAG.1_Centroplasthelida	1.3451359633665293e-05	0.0048239938486232155	1
PP-binding	1757.0	12.373239436619718	16.0	ICM0094_SAG.1_Centroplasthelida	1.5239628439860036e-10	1.4574164664652815e-07	1
PS-DH	276.0	1.943661971830986	6.0	ICM0094_SAG.1_Centroplasthelida	6.779811974413004e-07	0.0003890256110918182	1
Pkinase	49474.0	348.40845070422534	20.0	ICM0094_SAG.1_Centroplasthelida	7.130894804717617e-07	0.0003896864227568542	1
RT_RNaseH_2	553.0	3.8943661971830985	7.0	ICM0094_SAG.1_Centroplasthelida	2.730577790084209e-06	0.0011605966932965327	1
RVT_1	2923.0	20.58450704225352	15.0	ICM0094_SAG.1_Centroplasthelida	8.673475626386226e-07	0.00045244002858367424	1
Sushi	1269.0	8.93661971830986	21.0	ICM0094_SAG.1_Centroplasthelida	2.4023007752770763e-18	3.938400528154246e-15	1
TIG	8938.0	62.94366197183098	87.0	ICM0094_SAG.1_Centroplasthelida	6.590562777540714e-53	7.563329843505722e-49	1
TMC	98.0	0.6901408450704225	4.0	ICM0094_SAG.1_Centroplasthelida	4.696332330598036e-06	0.0017965036608647688	1
TNFR_c6	851.0	5.992957746478873	29.0	ICM0094_SAG.1_Centroplasthelida	2.401953265156295e-33	9.188271890311214e-30	1
fn2	231.0	1.6267605633802815	7.0	ICM0094_SAG.1_Centroplasthelida	8.704638579988226e-09	6.243402021496555e-06	1
fn3	2296.0	16.169014084507044	16.0	ICM0094_SAG.1_Centroplasthelida	6.405613309897243e-09	4.900721222958717e-06	1
ketoacyl-synt	1225.0	8.626760563380282	11.0	ICM0094_SAG.1_Centroplasthelida	1.246114249262248e-07	7.944670624740866e-05	1
ASC	54.0	0.380281690140845	7.0	ICM0095_COSAG.1_Centroplasthelida	1.304929763346614e-09	5.549817952781173e-07	1
Ank_2	49660.0	349.71830985915494	80.0	ICM0095_COSAG.1_Centroplasthelida	3.239771934189201e-12	1.86011505601473e-09	1
Annexin	932.0	6.563380281690141	16.0	ICM0095_COSAG.1_Centroplasthelida	1.346986114756191e-07	4.41926901592724e-05	1
Cadherin-like	330.0	2.323943661971831	23.0	ICM0095_COSAG.1_Centroplasthelida	1.1351855020684078e-22	1.0027180861731943e-19	1
DUF285	492.0	3.464788732394366	48.0	ICM0095_COSAG.1_Centroplasthelida	4.872249513101876e-52	1.1189608231789768e-48	1
DUF7467	97.0	0.6830985915492958	6.0	ICM0095_COSAG.1_Centroplasthelida	1.1900382237927535e-06	0.0003177955563677253	1
DUF8189	0.0	0.0	5.0	ICM0095_COSAG.1_Centroplasthelida	3.3883878016263746e-13	2.3315655930421887e-10	1
EF-hand_5	4944.0	34.816901408450704	52.0	ICM0095_COSAG.1_Centroplasthelida	6.982960400359024e-13	4.4547407931845926e-10	1
EF-hand_8	1422.0	10.014084507042254	18.0	ICM0095_COSAG.1_Centroplasthelida	1.7252342758598271e-06	0.00045024693612950894	1
EGF_2	1234.0	8.690140845070422	17.0	ICM0095_COSAG.1_Centroplasthelida	1.094568556791213e-06	0.00029926025565794043	1
EGF_3	2881.0	20.2887323943662	39.0	ICM0095_COSAG.1_Centroplasthelida	3.451764789838649e-13	2.3315655930421887e-10	1
EGF_CA	3674.0	25.87323943661972	28.0	ICM0095_COSAG.1_Centroplasthelida	5.1176380378437616e-05	0.010309796068168406	1
EGF_TEN	995.0	7.007042253521127	89.0	ICM0095_COSAG.1_Centroplasthelida	5.6557643920554495e-92	2.164838083799091e-88	1
EGF_Tenascin	276.0	1.943661971830986	24.0	ICM0095_COSAG.1_Centroplasthelida	1.0249350871332701e-25	1.069939055050122e-22	1
EGF_Teneurin	2194.0	15.450704225352112	150.0	ICM0095_COSAG.1_Centroplasthelida	8.369289466310292e-138	9.610455094164108e-134	1
Ephrin_rec_like	5187.0	36.5281690140845	90.0	ICM0095_COSAG.1_Centroplasthelida	5.789914777701182e-36	1.1080931898723779e-32	1
F5_F8_type_C_2	366.0	2.5774647887323945	14.0	ICM0095_COSAG.1_Centroplasthelida	4.7564441976520505e-11	2.482647669165386e-08	1
FXa_inhibition	112.0	0.7887323943661971	8.0	ICM0095_COSAG.1_Centroplasthelida	6.812216160887923e-09	2.4445211929836258e-06	1
Galactosyl_T	456.0	3.211267605633803	12.0	ICM0095_COSAG.1_Centroplasthelida	6.119196330220111e-08	2.0666685723505158e-05	1
Glyco_transf_25	312.0	2.197183098591549	7.0	ICM0095_COSAG.1_Centroplasthelida	9.104263579179389e-05	0.01771936587791812	1
Glyco_transf_49	547.0	3.852112676056338	15.0	ICM0095_COSAG.1_Centroplasthelida	8.353760866417119e-10	3.6894706165026064e-07	1
Glyco_transf_64	211.0	1.4859154929577465	7.0	ICM0095_COSAG.1_Centroplasthelida	8.129527548945339e-06	0.0019861992520114747	1
Golvesin_C	99.0	0.6971830985915493	8.0	ICM0095_COSAG.1_Centroplasthelida	2.7419788106439245e-09	1.0495380894208062e-06	1
Granulin	117.0	0.823943661971831	9.0	ICM0095_COSAG.1_Centroplasthelida	4.1987459451123e-10	2.0089249869885227e-07	1
Guanylate_cyc	7975.0	56.16197183098591	6.0	ICM0095_COSAG.1_Centroplasthelida	6.43983988953925e-06	0.0016433040322573157	1
Integrase_H2C2	1135.0	7.992957746478873	19.0	ICM0095_COSAG.1_Centroplasthelida	1.3966930857781552e-08	4.860068698178956e-06	1
Ion_trans	10808.0	76.11267605633803	106.0	ICM0095_COSAG.1_Centroplasthelida	2.197475671540757e-22	1.8024009383073223e-19	1
Ion_trans_2	2509.0	17.669014084507044	22.0	ICM0095_COSAG.1_Centroplasthelida	3.9248014459429525e-05	0.008047945536386237	1
KR	538.0	3.788732394366197	10.0	ICM0095_COSAG.1_Centroplasthelida	1.493340786651662e-05	0.003175561528355747	1
Kelch_KLHDC2_KLHL20_DRC7	6455.0	45.45774647887324	41.0	ICM0095_COSAG.1_Centroplasthelida	9.418776249617617e-05	0.01802596794572652	1
LCCL	230.0	1.619718309859155	6.0	ICM0095_COSAG.1_Centroplasthelida	0.0001303951930980388	0.024150451650722254	1
Laminin_G_3	2684.0	18.901408450704224	59.0	ICM0095_COSAG.1_Centroplasthelida	3.5775289226295463e-29	4.5645294020616754e-26	1
MORN	29519.0	207.88028169014083	158.0	ICM0095_COSAG.1_Centroplasthelida	3.0966471011586107e-09	1.1470580213743332e-06	1
NAD_binding_8	1008.0	7.098591549295775	12.0	ICM0095_COSAG.1_Centroplasthelida	0.00015180040041664424	0.02766863488864009	1
PBP	262.0	1.8450704225352117	15.0	ICM0095_COSAG.1_Centroplasthelida	3.9577198622008784e-14	3.0297664785101796e-11	1
PK_Tyr_Ser-Thr	12461.0	87.75352112676056	4.0	ICM0095_COSAG.1_Centroplasthelida	8.963870683296065e-13	5.417480371383617e-10	1
PP-binding	1757.0	12.373239436619718	17.0	ICM0095_COSAG.1_Centroplasthelida	9.045575448613726e-05	0.01771936587791812	1
PSI	183.0	1.2887323943661972	8.0	ICM0095_COSAG.1_Centroplasthelida	2.509808578201193e-07	7.78922483877954e-05	1
Pkinase	49474.0	348.40845070422534	90.0	ICM0095_COSAG.1_Centroplasthelida	2.5031390871317893e-09	9.91156763363253e-07	1
RT_RNaseH_2	553.0	3.8943661971830985	17.0	ICM0095_COSAG.1_Centroplasthelida	1.162459783495874e-11	6.35644080661101e-09	1
RVT_1	2923.0	20.58450704225352	33.0	ICM0095_COSAG.1_Centroplasthelida	1.837486695130262e-09	7.535664185778856e-07	1
RVT_2	967.0	6.809859154929577	13.0	ICM0095_COSAG.1_Centroplasthelida	2.464649234210176e-05	0.005145739482988264	1
SAP	1590.0	11.19718309859155	18.0	ICM0095_COSAG.1_Centroplasthelida	7.695456440270857e-06	0.0019210201370354403	1
Sushi	1269.0	8.93661971830986	43.0	ICM0095_COSAG.1_Centroplasthelida	9.566754437286195e-29	1.0985504120335739e-25	1
TIG	8938.0	62.94366197183098	153.0	ICM0095_COSAG.1_Centroplasthelida	2.6719466491450526e-59	7.6704908430331605e-56	1
TNFR_c6	851.0	5.992957746478873	38.0	ICM0095_COSAG.1_Centroplasthelida	1.0810659263231411e-29	1.5517350039960789e-26	1
WD40	93586.0	659.056338028169	197.0	ICM0095_COSAG.1_Centroplasthelida	1.0052788053847029e-10	5.018963705318497e-08	1
fn2	231.0	1.6267605633802815	21.0	ICM0095_COSAG.1_Centroplasthelida	4.5593113188344236e-23	4.362880989514641e-20	1
fn3	2296.0	16.169014084507044	60.0	ICM0095_COSAG.1_Centroplasthelida	1.6750272136796827e-33	2.7477624992405424e-30	1
rve	872.0	6.140845070422535	15.0	ICM0095_COSAG.1_Centroplasthelida	3.1955212739315136e-07	9.408761740655274e-05	1
zf-C2H2	6003.0	42.27464788732394	176.0	ICM0095_COSAG.1_Centroplasthelida	7.423774069139747e-103	4.262359881796586e-99	1
zf-C2HC_2	1095.0	7.711267605633803	17.0	ICM0095_COSAG.1_Centroplasthelida	2.2085484365574126e-07	7.044656026941324e-05	1
DNA_gyraseA_C	238.0	1.676056338028169	6.0	ICM0096_SAG.1_Mamiellophyceae	3.5072269172398127e-07	0.0006710494168318842	1
DUF285	492.0	3.464788732394366	30.0	ICM0096_SAG.1_Mamiellophyceae	2.864667093307004e-41	3.2886378231164404e-37	1
Exostosin_GT47	892.0	6.28169014084507	7.0	ICM0096_SAG.1_Mamiellophyceae	6.818029361688535e-05	0.048919360670115236	1
Gly_transporter	144.0	1.0140845070422535	4.0	ICM0096_SAG.1_Mamiellophyceae	2.3086901762299048e-05	0.022086469352599423	1
Glyco_transf_29	452.0	3.183098591549296	25.0	ICM0096_SAG.1_Mamiellophyceae	1.2206796855545238e-33	7.006701395082966e-30	1
Ig_N_CWD1	107.0	0.7535211267605634	4.0	ICM0096_SAG.1_Mamiellophyceae	7.43787449255964e-06	0.008538679917458467	1
Peptidase_S41	314.0	2.211267605633803	5.0	ICM0096_SAG.1_Mamiellophyceae	2.9594619956704606e-05	0.026134325930997605	1
Pkinase	49474.0	348.40845070422534	26.0	ICM0096_SAG.1_Mamiellophyceae	4.12779515261184e-05	0.033847920251417085	1
S1	1270.0	8.943661971830986	11.0	ICM0096_SAG.1_Mamiellophyceae	2.418792051988621e-07	0.0005553546551365873	1
2OG-FeII_Oxy_3	1989.0	14.007042253521126	26.0	ICM0097_SAG.1_Diatomea	8.7967003905875e-07	0.0002967014383050706	1
AAA	9105.0	64.11971830985915	69.0	ICM0097_SAG.1_Diatomea	7.121831239220136e-06	0.001898983256840845	1
ABC1	1668.0	11.746478873239436	24.0	ICM0097_SAG.1_Diatomea	4.472262126751887e-07	0.0001902699075925886	1
Ank	13497.0	95.04929577464787	22.0	ICM0097_SAG.1_Diatomea	2.2621111991307997e-07	0.000103939485377662	1
Ank_2	49660.0	349.71830985915494	107.0	ICM0097_SAG.1_Diatomea	7.089726798480714e-15	1.1634241676306851e-11	1
