id	Group	Supergroup
KU525755.1	Ciliophora	Alveolata
MW874840.1	Dinoflagellata	Alveolata
JF791033.1	Dinoflagellata	Alveolata
MG022774.1	Dinoflagellata	Alveolata
JF791049.1	Dinoflagellata	Alveolata
KY979983.1	Dinoflagellata	Alveolata
DQ004734.1	Dinoflagellata	Alveolata
HM581712.1.1768_U|18S_rRNA|nucleus|clone_CNCIII05_210|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Tontoniidae|Laboea|Laboea_sp.	Ciliophora	Alveolata
KU525756.1.1643_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Tontoniidae|Laboea|Laboea_strobila	Ciliophora	Alveolata
KJ760553.1.1771_U|18S_rRNA|nucleus|clone_SGYW482|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Tontoniidae|Spirotontonia|Spirotontonia_sp.	Ciliophora	Alveolata
KJ763014.1.1803_U|18S_rRNA|nucleus|clone_SGUH1422|Eukaryota|TSAR|Alveolata|Dinoflagellata|Dinophyceae|Dinophyceae_X|Dinophyceae_XX|Dinophyceae_XXX|Dinophyceae_XXX_sp.	Dinoflagellata	Alveolata
JQ420086.1.1778_U|18S_rRNA|nucleus|clone_Q1-17|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
KJ763577.1.1794_U|18S_rRNA|nucleus|clone_SGYP1379|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
KJ760589.1.1792_U|18S_rRNA|nucleus|clone_SGYW534|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
KJ763285.1.1791_U|18S_rRNA|nucleus|clone_SGUH722|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
AACY020214703.2677.4468_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
KJ762901.1.1787_U|18S_rRNA|nucleus|clone_SGUH1167|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
KJ759483.1.1783_U|18S_rRNA|nucleus|clone_SGYO419|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-I|Dino-Group-I-Clade-1|Dino-Group-I-Clade-1_X|Dino-Group-I-Clade-1_X_sp.	MALV-I	Alveolata
HQ866291.1.886_U|18S_rRNA|nucleus|clone_SGSU514|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-1|Dino-Group-II-Clade-1_X|Dino-Group-II-Clade-1_X_sp.	MALV-II	Alveolata
AY129041.1.1797_U|18S_rRNA|nucleus|clone_UEPACAPp3|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-10-and-11|Dino-Group-II-Clade-10-and-11_X|Dino-Group-II-Clade-10-and-11_X_sp.	MALV-II	Alveolata
KJ759699.1.1798_U|18S_rRNA|nucleus|clone_SGYO881|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-10-and-11|Dino-Group-II-Clade-10-and-11_X|Dino-Group-II-Clade-10-and-11_X_sp.	MALV-II	Alveolata
KC582921.1.1797_U|18S_rRNA|nucleus|clone_RS.12f.10m.79|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-10-and-11|Dino-Group-II-Clade-10-and-11_X|Dino-Group-II-Clade-10-and-11_X_sp.	MALV-II	Alveolata
KC582919.1.1797_U|18S_rRNA|nucleus|clone_RS.12f.10m.316|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-16|Dino-Group-II-Clade-16_X|Dino-Group-II-Clade-16_X_sp.	MALV-II	Alveolata
EU793933.1.1559_U|18S_rRNA|nucleus|clone_PROSOPE.EM-5m.190|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-44|Dino-Group-II-Clade-44_X|Dino-Group-II-Clade-44_X_sp.	MALV-II	Alveolata
HQ870611.1.850_U|18S_rRNA|nucleus|clone_SIAA571|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-44|Dino-Group-II-Clade-44_X|Dino-Group-II-Clade-44_X_sp.	MALV-II	Alveolata
KJ760518.1.1794_U|18S_rRNA|nucleus|clone_SGYW426|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-44|Dino-Group-II-Clade-44_X|Dino-Group-II-Clade-44_X_sp.	MALV-II	Alveolata
PX136615.1	Chlorodendrophyceae	Archaeplastida
HE610130.1	Chlorodendrophyceae	Archaeplastida
AJ629844.1	Mamiellophyceae	Archaeplastida
FN562449.1	Mamiellophyceae	Archaeplastida
GQ426331.1	Mamiellophyceae	Archaeplastida
MT117944.1	Mamiellophyceae	Archaeplastida
AY954999.1	Mamiellophyceae	Archaeplastida
PQ048282.1	Mamiellophyceae	Archaeplastida
JX988758.1	Picozoa	Archaeplastida
AB058392.1.1752_U|18S_rRNA|nucleus|strain_MBIC11125|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Chlorodendrophyceae|Chlorodendrales|Chlorodendraceae|Tetraselmis|Tetraselmis_sp.	Chlorodendrophyceae	Archaeplastida
AB622308.1.1690_U|18S_rRNA|nucleus|clone_K3OCT2009|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Dolichomastigales|Crustomastigaceae|Crustomastigaceae-AB|Crustomastigaceae-AB_sp.	Mamiellophyceae	Archaeplastida
AB622321.1.1693_U|18S_rRNA|nucleus|clone_K4MAR2010|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Dolichomastigales|Crustomastigaceae|Crustomastigaceae-AB|Crustomastigaceae-AB_sp.	Mamiellophyceae	Archaeplastida
AB183628.1.1747_U|18S_rRNA|nucleus|strain_MBIC10709|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Dolichomastigales|Crustomastigaceae|Crustomastix|Crustomastix_didyma	Mamiellophyceae	Archaeplastida
KJ763042.1.1789_U|18S_rRNA|nucleus|clone_SGUH1477|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Dolichomastigales|Dolichomastigaceae|Dolichomastigaceae-A|Dolichomastigaceae-A_sp.	Mamiellophyceae	Archaeplastida
MN056948.1.1767_U|18S_rRNA|nucleus|strain_5FNG|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Dolichomastigales|Dolichomastigaceae|Microrhizoidea|Microrhizoidea_pickettheapsiorum	Mamiellophyceae	Archaeplastida
FO082268.119769.121976_U|18S_rRNA|nucleus|strain_RCC_1105|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Mamiellales|Bathycoccaceae|Bathycoccus|Bathycoccus_prasinos	Mamiellophyceae	Archaeplastida
AB017129.1.1736_U|18S_rRNA|nucleus|strain_Shizugawa|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Mamiellales|Mamiellaceae|Mamiella|Mamiella_gilva	Mamiellophyceae	Archaeplastida
AB017128.1.1734_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Mamiellales|Mamiellaceae|Mantoniella|Mantoniella_antarctica	Mamiellophyceae	Archaeplastida
AF525866.1.1777_U|18S_rRNA|nucleus|clone_UEPACOp3|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_clade_B4	Mamiellophyceae	Archaeplastida
KC583053.1.1776_U|18S_rRNA|nucleus|clone_RS.12f.10m.0036|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_clade_B5	Mamiellophyceae	Archaeplastida
AB854007.1.1796_U|18S_rRNA|nucleus|strain_M1Py1|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyta_X|Pyramimonadophyceae|Pyramimonadales|Pyramimonadaceae|Pyramimonas|Pyramimonas_aurea	Pyramimonadales	Archaeplastida
KJ762972.1.1807_U|18S_rRNA|nucleus|clone_SGUH1326|Eukaryota|Archaeplastida|Picozoa|Picozoa_subdivision_1|Picozoa_subdivision_1B|Picozoa_subdivision_1B_X|Picozoa_subdivision_1B_XX|Picozoa_subdivision_1B_XXX|Picozoa_subdivision_1B_XXX_sp.	Picozoa	Archaeplastida
KF130509.1.1765_U|18S_rRNA|nucleus|clone_ST8360.128|Eukaryota|Archaeplastida|Picozoa|Picozoa_subdivision_1|Picozoa_subdivision_1B|Picozoa_subdivision_1B_X|Picozoa_subdivision_1B_XX|Picozoa_subdivision_1B_XXX|Picozoa_subdivision_1B_XXX_sp.	Picozoa	Archaeplastida
KF130187.1.1766_U|18S_rRNA|nucleus|clone_ST6000.047|Eukaryota|Archaeplastida|Picozoa|Picozoa_subdivision_1|Picozoa_subdivision_1B|Picozoa_subdivision_1B_X|Picozoa_subdivision_1B_XX|Picozoa_subdivision_1B_XXX|Picozoa_subdivision_1B_XXX_sp.	Picozoa	Archaeplastida
KC337004.1.770_U|18S_rRNA|nucleus|clone_Seq-16_G01|Eukaryota|Archaeplastida|Picozoa|Picozoa_X|Picozoa_XX|Picozoa_XXX|Picozoa_XXXX|Picozoa_XXXXX|Picozoa_XXXXX_sp.	Picozoa	Archaeplastida
DQ207579.1	Kinetoplastea	Discoba
AF530518.1.2120_U|18S_rRNA|nucleus|clone_AT5-25|Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Kinetoplastea_X|Kinetoplastea_XX|Kinetoplastea_XX_MET6|Kinetoplastea_XX_MET6_sp.	Kinetoplastea	Discoba
AY753600.1.2188_U|18S_rRNA|nucleus||Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Kinetoplastea_X|Kinetoplastea_XX|Kinetoplastea_XX_MET6|Kinetoplastea_XX_MET6_sp.	Kinetoplastea	Discoba
JN542575.1.2224_U|18S_rRNA|nucleus|clone_Kryos_IF_C8|Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Kinetoplastea_X|Kinetoplastea_XX|Kinetoplastea_XX_MET6|Kinetoplastea_XX_MET6_sp.	Kinetoplastea	Discoba
MT355130.1.2127_U|18S_rRNA|nucleus|clone_|Eukaryota|Excavata|Discoba|Euglenozoa|Kinetoplastea|Neobodonida|Neobodonidae|Neobodo|Neobodo_sp.	Kinetoplastea	Discoba
OQ075977.1	Centroplasthelida	Haptista
PV607521.1	Centroplasthelida	Haptista
AF163147.1	Prymnesiophyceae	Haptista
AF163148.1	Prymnesiophyceae	Haptista
AB180202.3	Prymnesiophyceae	Haptista
AJ246273.1	Prymnesiophyceae	Haptista
AM491018.1	Prymnesiophyceae	Haptista
ON815372.1	Prymnesiophyceae	Haptista
AJ246274.1	Prymnesiophyceae	Haptista
AM491021.2	Prymnesiophyceae	Haptista
AM491013.2	Prymnesiophyceae	Haptista
AJ004868.1	Prymnesiophyceae	Haptista
AJ246271.1	Prymnesiophyceae	Haptista
AM490987.2	Prymnesiophyceae	Haptista
FN598373.1.1156_U|18S_rRNA|nucleus|clone_BS17_G10|Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Centroplasthelida_XX|Centroplasthelida_XXX|Centroplasthelida_XXXX|Centroplasthelida_XXXXX|Centroplasthelida_XXXXX_sp.	Centroplasthelida	Haptista
AF534709.1.1802_U|18S_rRNA|nucleus||Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Pterocystida|Pterista|Pterocystidae|Chlamydaster|Chlamydaster_sterni	Centroplasthelida	Haptista
KF130061.1.1763_U|18S_rRNA|nucleus|clone_ST5900.122|Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Pterocystida|Pterocystida_X|Pterocystida_XX|Pterocystida_XXX|Pterocystida_XXX_sp.	Centroplasthelida	Haptista
AY749516.1.1576_U|18S_rRNA|nucleus|clone_H30.5|Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Pterocystida|Pterocystida_X|Pterocystida_XX|Pterocystida_XXX|Pterocystida_XXX_sp.	Centroplasthelida	Haptista
KJ763122.1.1804_U|18S_rRNA|nucleus|clone_SGUH472|Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Pterocystida|Pterocystida_X|Pterocystida_XX|Pterocystida_XXX|Pterocystida_XXX_sp.	Centroplasthelida	Haptista
KJ757367.1.1801_U|18S_rRNA|nucleus|clone_SGYY410|Eukaryota|Haptista|Centroplasthelida|Centroplasthelida_X|Pterocystida|Pterocystida_X|Pterocystida_XX|Pterocystida_XXX|Pterocystida_XXX_sp.	Centroplasthelida	Haptista
AM490985.1.1724_U|18S_rRNA|nucleus|strain_ALGO_Am_24|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Calcihaptophycidae|Rhabdosphaeraceae|Algirosphaera|Algirosphaera_robusta	Prymnesiophyceae	Haptista
KF130396.1.1761_U|18S_rRNA|nucleus|clone_ST8300.084|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Calcihaptophycidae|Rhabdosphaeraceae|Algirosphaera|Algirosphaera_sp.	Prymnesiophyceae	Haptista
AHAL01000301.1474.3265_U|18S_rRNA|nucleus|strain_CCMP1516|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Isochrysidales|Noelaerhabdaceae|Gephyrocapsa|Gephyrocapsa_huxleyi	Prymnesiophyceae	Haptista
JN381494.1.1802_U|18S_rRNA|nucleus|strain_MM-E4B4|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis|Phaeocystis_antarctica	Prymnesiophyceae	Haptista
KC488455.1.1665_U|18S_rRNA|nucleus|clone_HL5aSF04.27|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis|Phaeocystis_sp.	Prymnesiophyceae	Haptista
KJ759582.1.1796_U|18S_rRNA|nucleus|clone_SGYO618|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis|Phaeocystis_sp.	Prymnesiophyceae	Haptista
KF129833.1.1759_U|18S_rRNA|nucleus|clone_ST3900.057|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KF130428.1.1753_U|18S_rRNA|nucleus|clone_ST8360.003|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
EU371174.1.1788_U|18S_rRNA|nucleus|clone_NPK2_66|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
HM581634.1.1796_U|18S_rRNA|nucleus|clone_CN207St155_8Ae02U_07Oct07_10m|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
JQ222947.1.1614_U|18S_rRNA|nucleus|clone_SHAU520|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
HM581637.1.1797_U|18S_rRNA|nucleus|clone_CN207St155_8Be02S_07Oct07_90m|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
AF107083.1.1796_U|18S_rRNA|nucleus|clone_|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
HM581565.1.1094_U|18S_rRNA|nucleus|clone_FS04GA79_01Aug05_5m|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
JF699026.1.864_U|18S_rRNA|nucleus|clone_MALINA_St320_3m_Nano_ES069_E6|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
JX680364.1.1070_U|18S_rRNA|nucleus|clone_DH122-Pry1-C28|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KC582958.1.1796_U|18S_rRNA|nucleus|clone_RS.12f.10m.00108|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KJ763084.1.1797_U|18S_rRNA|nucleus|clone_SGUH406|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KJ759445.1.1798_U|18S_rRNA|nucleus|clone_SGYO1481|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KJ762928.1.1798_U|18S_rRNA|nucleus|clone_SGUH1232|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
HM581603.1.1799_U|18S_rRNA|nucleus|clone_FS04R13_10_27Feb07_75m_sort|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KF129692.1.1759_U|18S_rRNA|nucleus|clone_ST3500.114|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
HM581636.1.1797_U|18S_rRNA|nucleus|clone_CN207St155_8Ae02Y_07Oct07_90m|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KF129796.1.1759_U|18S_rRNA|nucleus|clone_ST3900.006|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KF130521.1.1757_U|18S_rRNA|nucleus|clone_ST8900.013|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KF130550.1.1758_U|18S_rRNA|nucleus|clone_ST8900.047|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
KJ762999.1.1800_U|18S_rRNA|nucleus|clone_SGUH1383|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_sp.	Prymnesiophyceae	Haptista
GQ863798.1.1596_U|18S_rRNA|nucleus|clone_AMT15_1_10m_1|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Prymnesiophyceae_Clade_B4|Prymnesiophyceae_Clade_B4_X|Prymnesiophyceae_Clade_B4_X_sp.	Prymnesiophyceae	Haptista
KF130516.1.1755_U|18S_rRNA|nucleus|clone_ST8900.007|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiales|Prymnesiophyceae_Clade_B4|Prymnesiophyceae_Clade_B4_X|Prymnesiophyceae_Clade_B4_X_sp.	Prymnesiophyceae	Haptista
FJ537312.1.1800_U|18S_rRNA|nucleus|clone_Biosope_T33.039|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiophyceae_Clade_D|Prymnesiophyceae_Clade_D_X|Prymnesiophyceae_Clade_D_XX|Prymnesiophyceae_Clade_D_XX_sp.	Prymnesiophyceae	Haptista
AJ402351.1.1758_U|18S_rRNA|nucleus|clone_|Eukaryota|Haptista|Haptophyta|Haptophyta_X|Prymnesiophyceae|Prymnesiophyceae_X|Prymnesiophyceae_XX|Prymnesiophyceae_XXX|Prymnesiophyceae_XXX_sp.	Prymnesiophyceae	Haptista
KT757415.1	Choanoflagellata	Opisthokonta
EU011928.1	Choanoflagellata	Opisthokonta
PV791352.1	Choanoflagellata	Opisthokonta
EU011923.1	Choanoflagellata	Opisthokonta
MT644864.1	Basidiomycota	Opisthokonta
MT611055.1	Tunicaraptor	Opisthokonta
KJ762979.1.1783_U|18S_rRNA|nucleus|clone_SGUH1344|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Acanthoecida_X|Acanthoecida_XX|Acanthoecida_XX_sp.	Choanoflagellata	Opisthokonta
EF432531.1.1778_U|18S_rRNA|nucleus|clone_A1|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Acanthoecidae_Group_G|Acanthoecidae_Group_G_X|Acanthoecidae_Group_G_X_sp.	Choanoflagellata	Opisthokonta
AY426848.1.1787_U|18S_rRNA|nucleus|clone_BL000921.30|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_D|Stephanoecidae_Group_D_X|Stephanoecidae_Group_D_X_sp.	Choanoflagellata	Opisthokonta
AY665096.1.1737_U|18S_rRNA|nucleus|clone_SCM28C135|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_D|Stephanoecidae_Group_D_X|Stephanoecidae_Group_D_X_sp.	Choanoflagellata	Opisthokonta
HM369540.1.1073_U|18S_rRNA|nucleus|clone_MS588-19|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_D|Stephanoecidae_Group_D_X|Stephanoecidae_Group_D_X_sp.	Choanoflagellata	Opisthokonta
KJ763316.1.1790_U|18S_rRNA|nucleus|clone_SGUH779|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_D|Stephanoecidae_Group_D_X|Stephanoecidae_Group_D_X_sp.	Choanoflagellata	Opisthokonta
KJ762435.1.1785_U|18S_rRNA|nucleus|clone_SGYT962|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_H|Stephanoecidae_Group_H_X|Stephanoecidae_Group_H_X_sp.	Choanoflagellata	Opisthokonta
KJ757092.1.1782_U|18S_rRNA|nucleus|clone_SGYY1111|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Acanthoecida|Stephanoecidae_Group_I|Stephanoecidae_Group_I_X|Stephanoecidae_Group_I_X_sp.	Choanoflagellata	Opisthokonta
EF173001.1.1670_U|18S_rRNA|nucleus|clone_SSRPE05|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Choanoflagellatea_X|Choanoflagellata_XX_Clade-3|Choanoflagellata_XX_Clade-3_X|Choanoflagellata_XX_Clade-3_X_sp.	Choanoflagellata	Opisthokonta
JQ223245.1.1625_U|18S_rRNA|nucleus|clone_SHBB590|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Choanoflagellatea_X|Choanoflagellata_XX_Clade-3|Choanoflagellata_XX_Clade-3_X|Choanoflagellata_XX_Clade-3_X_sp.	Choanoflagellata	Opisthokonta
EF024885.1.1783_U|18S_rRNA|nucleus|clone_Elev_18S_1414|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Choanoflagellatea_X|Choanoflagellatea_XX_Group_L|Choanoflagellatea_XXX_Group_L_X|Choanoflagellatea_XXX_Group_L_X_sp.	Choanoflagellata	Opisthokonta
KJ759457.1.1792_U|18S_rRNA|nucleus|clone_SGYO1506|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Choanoflagellatea_X|Choanoflagellatea_XX|Choanoflagellatea_XXX|Choanoflagellatea_XXX_sp.	Choanoflagellata	Opisthokonta
KF130373.1.1739_U|18S_rRNA|nucleus|clone_ST8300.055|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_A|Monosiga|Monosiga_brevicollis	Choanoflagellata	Opisthokonta
KM387288.1.1773_U|18S_rRNA|nucleus|strain_C6|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_A|Monosiga|Monosiga_brevicollis	Choanoflagellata	Opisthokonta
AY426842.1.1779_U|18S_rRNA|nucleus|clone_BL000921.20|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_B|Monosigidae_Group_B_X|Monosigidae_Group_B_X_sp.	Choanoflagellata	Opisthokonta
AY426933.1.1786_U|18S_rRNA|nucleus|clone_BL010625.36|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_B|Monosigidae_Group_B_X|Monosigidae_Group_B_X_sp.	Choanoflagellata	Opisthokonta
KF130554.1.1742_U|18S_rRNA|nucleus|clone_ST8900.051|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_B|Monosigidae_Group_B_X|Monosigidae_Group_B_X_sp.	Choanoflagellata	Opisthokonta
